'name';'lon';'lat';'url'
'Hermes Paket Laden Bozer Schreibwaren';9.8516377;52.4312025;'https://www.paket.net/hermes/paketshop/langenhagen-hannover/altwarmbuechen/bozer-schreibwaren/'
'Paket Shop Hermes MiniShop Maschweg';9.5880151;52.4129692;'https://www.paket.net/hermes/paketshop/seelze/havelse/minishop-maschweg/'
'Hermes Paketshop ESSO Tankstelle';9.4757529;52.2977097;'https://www.paket.net/hermes/paketshop/barsinghausen/barsinghausen/esso-tankstelle/'
'Hermes Paket Shop Baeckerei Hoener';9.4792522;52.3054947;'https://www.paket.net/hermes/paketshop/barsinghausen/barsinghausen/baeckerei-hoener/'
'Paketshop Hermes Rauch Palast';9.4670484;52.3021263;'https://www.paket.net/hermes/paketshop/barsinghausen/barsinghausen/rauch-palast/'
'Paket Shop Hermes Markant Tankstelle';9.4522808;52.3075446;'https://www.paket.net/hermes/paketshop/barsinghausen/winninghausen-am-deister/markant-tankstelle/'
'Paketshop von Hermes STAR Tankstelle';9.4210101;52.33121;'https://www.paket.net/hermes/paketshop/barsinghausen/bantorf/star-tankstelle/'
'Hermes Paket Geschäft Westfalen Tankstelle';9.5529924;52.3230369;'https://www.paket.net/hermes/paketshop/seelze/leveste/westfalen-tankstelle/'
'Hermes Paket Geschäft Herbert Reese GmbH';9.420073;52.2371073;'https://www.paket.net/hermes/paketshop/springe-deister/eimbeckhausen/herbert-reese-gmbh/'
'Hermes Paket Geschäft LottoTotoSport Wiese';9.3695942;52.273778;'https://www.paket.net/hermes/paketshop/barsinghausen/lauenau/lottototosport-wiese/'
'Paket Shop Hermes SB. Tankstelle';9.38332;52.33748;'https://www.paket.net/hermes/paketshop/wunstorf/bad-nenndorf/sb-tankstelle/'
'Paket Shop Hermes Geschäft Shell Tankstelle';9.3706458;52.2676617;'https://www.paket.net/hermes/paketshop/barsinghausen/lauenau/shell-tankstelle/'
'Hermes Paket Laden TAS Tankstelle';9.42204;52.2325525;'https://www.paket.net/hermes/paketshop/springe-deister/eimbeckhausen/tas-tankstelle/'
'Paket Shop Hermes Filiale Tankstelle Seifert';9.3707181;52.329741;'https://www.paket.net/hermes/paketshop/barsinghausen/bad-nenndorf/tankstelle-seifert/'
'Paket Shop Hermes Filiale Getraenke Lenz';9.384682;52.3434511;'https://www.paket.net/hermes/paketshop/wunstorf/bad-nenndorf/getraenke-lenz/'
'Paket Shop von Hermes Stichweh Textil';9.6008077;52.3121935;'https://www.paket.net/hermes/paketshop/seelze/gehrden/stichweh-textil/'
'Paketshop Hermes Fa. Liutografie';9.3771851;52.3375293;'https://www.paket.net/hermes/paketshop/barsinghausen/bad-nenndorf/fa-liutografie/'
'Paket Shop Hermes welcome to the sun';9.3553476;52.3124821;'https://www.paket.net/hermes/paketshop/barsinghausen/rodenberg/welcome-to-the-sun/'
'Paket Shop Hermes Amatzo UG';10.0058033;52.4464117;'https://www.paket.net/hermes/paketshop/lehrte-bei-hannover/burgdorf/amatzo-ug/'
'Paketshop Hermes bft Tankstelle';10.0165647;52.444431;'https://www.paket.net/hermes/paketshop/lehrte-bei-hannover/burgdorf/bft-tankstelle/'
'Paket Shop Hermes Laden OBIWAAN Wiemann';10.0144296;52.4401362;'https://www.paket.net/hermes/paketshop/lehrte-bei-hannover/burgdorf/obiwaan-wiemann/'
'Hermes Paket Laden HEM Tankstelle';10.0126549;52.4552682;'https://www.paket.net/hermes/paketshop/lehrte-bei-hannover/burgdorf/hem-tankstelle/'
'Paket Shop Hermes Filiale HEM Tankst Heessel';9.9839231;52.444722;'https://www.paket.net/hermes/paketshop/lehrte-bei-hannover/heessel-bei-lehrte/hem-tankst-heessel/'
'Paket Shop von Hermes Kiosk Otze';10.0088728;52.4842995;'https://www.paket.net/hermes/paketshop/burgdorf-kreis-hannover/otze/kiosk-otze/'
'Hermes Paket Laden Shell Tankstelle';9.9943459;52.4892598;'https://www.paket.net/hermes/paketshop/burgdorf-kreis-hannover/otze/shell-tankstelle/'
'Hermes Paket Shop Joiss Tankstelle';9.9736401;52.3983521;'https://www.paket.net/hermes/paketshop/sehnde/aligse/joiss-tankstelle/'
'Hermes Paket Filiale HEM Tankstelle';10.0877876;52.4817734;'https://www.paket.net/hermes/paketshop/burgdorf-kreis-hannover/haenigsen/hem-tankstelle/'
'Hermes Paket Geschäft Schneiderei Manusina';9.8948147;52.4463391;'https://www.paket.net/hermes/paketshop/lehrte-bei-hannover/kirchhorst/schneiderei-manusina/'
'Paket Shop Hermes Geschäft Lehrter Schatzkiste';9.9762425;52.3801284;'https://www.paket.net/hermes/paketshop/sehnde/lehrte/lehrter-schatzkiste/'
'Hermes Paket Geschäft Kiosk Abayev';9.9758999;52.3774692;'https://www.paket.net/hermes/paketshop/sehnde/lehrte/kiosk-abayev/'
'Hermes Paket Laden EDEKA Center Cramer';9.9784577;52.3756118;'https://www.paket.net/hermes/paketshop/sehnde/lehrte/edeka-center-cramer/'
'Paket Shop von Hermes Getraenke Quelle';9.9730038;52.3698189;'https://www.paket.net/hermes/paketshop/sehnde/lehrte/getraenke-quelle/'
'Paketshop von Hermes Kiosk IltenerStrasse';9.9703733;52.3686528;'https://www.paket.net/hermes/paketshop/sehnde/lehrte/kiosk-iltenerstrasse/'
'Hermes Paketshop LottoShop B6';9.6004058;52.4359059;'https://www.paket.net/hermes/paketshop/seelze/berenbostel/lottoshop-b6/'
'Hermes Paket Geschäft TOTAL Tankst.Garbsen';9.6086184;52.4435871;'https://www.paket.net/hermes/paketshop/seelze/berenbostel/total-tankst-garbsen/'
'Hermes Paket Shop HEM Tankstelle';9.58936;52.43954;'https://www.paket.net/hermes/paketshop/seelze/berenbostel/hem-tankstelle/'
'Hermes Paket Geschäft Kiosk Beethoven';9.5857025;52.4212215;'https://www.paket.net/hermes/paketshop/seelze/havelse/kiosk-beethoven/'
'Paket Shop Hermes Geschäft Horster Laedchen';9.5418182;52.4417842;'https://www.paket.net/hermes/paketshop/wunstorf/horst-bei-wunstorf/horster-laedchen/'
'Hermes Paket Filiale Frischmarkt Resse';9.6306223;52.5061406;'https://www.paket.net/hermes/paketshop/wedemark/resse-bei-hannover/frischmarkt-resse/'
'Hermes Paket Laden Astrids Cafe';9.487275;52.4662658;'https://www.paket.net/hermes/paketshop/wunstorf/bordenau/astrids-cafe/'
'Paketshop von Hermes Schreibwaren Luthe';9.4727728;52.4272889;'https://www.paket.net/hermes/paketshop/wunstorf/luthe/schreibwaren-luthe/'
'Paket Shop Hermes M1- Tankstelle';9.4682498;52.4162609;'https://www.paket.net/hermes/paketshop/wunstorf/luthe/m1-tankstelle/'
'Hermes Paket Laden TUI TravelStar';9.7979453;52.4759051;'https://www.paket.net/hermes/paketshop/wedemark/kraehenwinkel/tui-travelstar/'
'Hermes Paket Geschäft Shell Tankstelle';9.8430736;52.4919404;'https://www.paket.net/hermes/paketshop/wedemark/grossburgwedel/shell-tankstelle/'
'Paket Shop Hermes Geschäft ESSO Tankstelle';9.847488;52.491061;'https://www.paket.net/hermes/paketshop/wedemark/grossburgwedel/esso-tankstelle/'
'Paket Shop Hermes Laden Spaetkauf Burgwedel';9.8523606;52.4914352;'https://www.paket.net/hermes/paketshop/wedemark/grossburgwedel/spaetkauf-burgwedel/'
'Paketshop von Hermes Tankpoint Kibitzkrug';9.729092;52.4947013;'https://www.paket.net/hermes/paketshop/wedemark/kaltenweide/tankpoint-kibitzkrug/'
'Hermes Paketshop Patronen Bar';9.7330962;52.5459328;'https://www.paket.net/hermes/paketshop/wedemark/mellendorf-han/patronen-bar/'
'Hermes Paket Shop ESSO Tankstelle';9.7261298;52.5466706;'https://www.paket.net/hermes/paketshop/wedemark/mellendorf-han/esso-tankstelle/'
'Paket Shop von Hermes Frischmarkt Fuhrberg';9.8350475;52.5644639;'https://www.paket.net/hermes/paketshop/wedemark/fuhrberg/frischmarkt-fuhrberg/'
'Hermes Paketshop KKiosk LeineCenter';9.8113972;52.3066679;'https://www.paket.net/hermes/paketshop/laatzen-bei-hannover/grasdorf-leine/kkiosk-leinecenter/'
'Paketshop Hermes Kiosk Heidfeld';9.8108266;52.3009372;'https://www.paket.net/hermes/paketshop/laatzen-bei-hannover/grasdorf-leine/kiosk-heidfeld/'
'Hermes Paket Geschäft SITT Getraenkemarkt';9.8148945;52.2918517;'https://www.paket.net/hermes/paketshop/laatzen-bei-hannover/rethen-leine/sitt-getraenkemarkt/'
'Paket Shop von Hermes Getraenke Jessberger';9.836931;52.2756206;'https://www.paket.net/hermes/paketshop/laatzen-bei-hannover/gleidingen/getraenke-jessberger/'
'Paket Shop Hermes Laden Fa. Bluetenwelt';9.8820354;52.2818705;'https://www.paket.net/hermes/paketshop/sehnde/oesselse/fa-bluetenwelt/'
'Paket Shop von Hermes Shell Tankstelle';9.8461674;52.2353978;'https://www.paket.net/hermes/paketshop/laatzen-bei-hannover/sarstedt/shell-tankstelle/'
'Paket Shop Hermes Filiale Weymann & Weymann';9.8574077;52.2349293;'https://www.paket.net/hermes/paketshop/laatzen-bei-hannover/sarstedt/weymann-und-weymann/'
'Paket Shop Hermes HolAb Getraenkemarkt';9.93211;52.34018;'https://www.paket.net/hermes/paketshop/sehnde/ilten-han/holab-getraenkemarkt/'
