vehicle_id,Start time,End time,Tour Duration,Service Duration,Travel Duration,Start time formatted,End time formatted,Tour Duration formatted,Service Duration formatted,Travel Duration formatted,veh_class,service_num,tour_km,first_service_dist,raumsplit,service_dists,initial_delivery_distance,provider,veh_size,main_area_type,deliveries,missed deliveries,b2b_ration,b2c_ration,ration_check,vehicle_load_factor,vehicle_deliver_factor,vehicle_fix_cost,vehicle_km_cost,vehicle_time_cost,overtime_cost,vehicle_cost,deliveries_per_stop,Hannover,avg_dist_with_init,avg_dist_wo_init,median_dist_with_init,median_dist_wo_init,max_dist_with_init,max_dist_wo_init
freight_hermes_30419_veh_cep_size_m_7_3,27976,58939,30963,18379,12584,1970-01-01 07:46:16,1970-01-01 16:22:19,1970-01-01 08:36:03,1970-01-01 05:06:19,1970-01-01 03:29:44,van,112,94.97015747072246,8.844813286410199,"defaultdict(<class 'int'>, {6: 8, 5: 72, 3: 32})","{'1279035': 8.844813286410199, '3114961': 9.120077055494699, '3414246': 9.582396783124931, '1647431': 9.665979706100405, '1647433': 9.725707156240562, '1647429': 10.424979054548075, '2196441-2849420': 11.411368100536318, '2196442-2624536-962869': 12.053243956170844, '427356': 14.116551877120955, '2194914': 15.248274165148443, '1857898': 16.157730746063088, '920168': 16.261541462463285, '478726': 16.335729057767477, '478728': 16.447317680886766, '1538349': 16.82895621136277, '1538351': 16.86428485297595, '1538353': 17.03162299170823, '1538355': 17.10961327789677, '2716648': 17.49444845103585, '3368650': 18.460330068585268, '2377173': 18.519761206462135, '3369280': 18.619841778282854, '3369275': 19.778359750803503, '3368629-1404261': 19.965517669417927, '3791170': 22.24172963016354, '1538367': 22.452181359948572, '422185': 23.58469525055156, '422182-479098': 23.919739610605525, '2382980-2716496': 24.5151139156938, '476246': 24.93306470637324, '1430289': 27.828306605484386, '1388685-478631': 28.57632783694227, '478742': 28.931303727836976, '478744': 28.972068420890206, '3791172': 30.249964055080145, '3253670-478103': 30.557779030387707, '375200': 31.94353835474042, '478113': 32.93213644844452, '3368665': 34.52831723573526, '728883': 35.01725292708751, '2716498': 37.55390601722695, '478899-478901': 39.79305582032103, '3414222': 42.129833171600254, '1900966': 42.61906675151668, '1900968': 42.7137458938007, '1428427': 42.742456230674385, '2235274': 43.041579378312626, '3410308': 44.12101008327525, '225547-2800971': 44.20626000376823, '2004023': 44.33310792101653, '2004019': 44.39280320260255, '3409920': 44.508028209911096, '3409922': 44.57094953771657, '2235268': 44.6645218941708, '2095995-225545': 45.43260500642775, '620554': 45.99378376202107, '2965115': 47.08016602126519, '3737861': 47.238430558467044, '2951058-3409925': 47.78670834107749, '1428429': 48.37176029309151, '1428431': 48.45654541351304, '2235266': 50.3204144973135, '2235235': 50.42813587082134, '1900978': 50.54795559942043, '1901046': 51.84600184945119, '1901024': 52.00923506863695, '1428423': 52.175868152346474, '1428425': 52.24469504313196, '2235233': 52.533316578731124, '1428419': 53.23907775253357, '1015531': 53.70051309279798, '3611963': 55.87606970466285, '124847': 56.11233411740242, '124849-2433703': 56.29275451172377, '2631930': 56.706279811266086, '2590125-829105': 57.111692321976804, '1497891': 58.14077808586126, '2235212': 58.27167224904381, '2235214': 58.318939809290455, '2235216': 58.48740302009609, '1900970': 59.137855833594976, '1900972': 59.22650366857749, '1428433': 59.400284077941585, '1428435': 59.81564698448665, '2935049': 62.1972728440854, '879778': 62.267926746298656, '1101571': 66.64716044139858, '1101573': 66.76263144748792, '1101575': 66.82623274741962, '2624270': 67.07800080409186, '2624268': 67.37881506917998, '1775118': 67.82124630699856, '3611961': 69.27522374289326, '879776': 71.11156920635484, '1900963': 73.48411491386699, '3723587-3723580-879916': 74.43899671273557, '1775112': 77.36137597537194, '3414216': 78.63783752803651, '3414220': 78.72967014258919, '1144590-1900876': 79.07294090266282, '1900880': 79.41334703775188, '3414224': 79.79230762178432, '549625': 81.40696482881579, '1101460': 82.54818992918415, '1101462': 82.79041305205057, '1101229': 83.46597713696192, '308764': 84.0272907999457, '1101077': 84.430759438805, '1101281': 85.2520820297974, '503514': 86.43230084841016, '1101075': 86.96469783579232, '879967': 89.15635359752133}",8.844813286410199,hermes,m,5,150.0,0.0,0.0533333333333333,0.9466666666666668,1.0,0.9090909090909092,1.0,171.78,35.32889857910875,196.70105833333332,25.176058333333337,232.2849569124421,1.3392857142857142,True,0.7960388714064405,0.7235273901901904,0.4144441030436887,0.41352529954231443,8.844813286410199,4.379233695099927
freight_fedex_30855_veh_cep_size_l_7_1,27937,56351,28414,20430,7984,1970-01-01 07:45:37,1970-01-01 15:39:11,1970-01-01 07:53:34,1970-01-01 05:40:30,1970-01-01 02:13:04,van,47,67.38655415197849,6.357846514427496,"defaultdict(<class 'int'>, {6: 2, 4: 44, 5: 1})","{'526328': 6.357846514427496, '1493010': 15.126346231938872, '1449646': 15.945536566628448, '1449648': 16.125861062662537, '1493020': 16.220572193986207, '1493000': 17.609627019141946, '1317063': 18.231937416149865, '1493006': 18.586449186224275, '1449644': 19.124009804173838, '2115081': 19.48398251698581, '3211927': 19.938199125046914, '672407': 20.193023309242268, '1119990': 20.54088379269148, '1317073': 21.201239221250173, '784792': 21.75545709335797, '1449602': 22.043178379858826, '1449596': 22.231108686930867, '1317009': 22.33822614090005, '1449598': 22.54309103670349, '1317065': 23.13265045007235, '1667309': 23.606417873056735, '1667311': 23.798175017593636, '1493024': 24.091459102790257, '553047-553049': 25.2235938978353, '371902': 27.978712169555592, '1051228-690420-2986211': 30.534244455484707, '3211925': 32.61331116523309, '1542723': 32.772453728869195, '1542794': 34.32397795214012, '1542717': 34.88023879995917, '761890': 36.16099312422094, '761554': 36.35149309466599, '1449604': 37.104863580038845, '3213946': 37.765456214366516, '1493014': 40.18616927192629, '1493016': 40.26999551516681, '1493018': 40.388330197802254, '1557917': 42.29307998198599, '3449079': 43.8699163010215, '2432443': 44.21387001379593, '1667305': 48.70717292816292, '1449612': 50.636067841816555, '2548369': 51.559795886539675, '3213779-3213781-678723': 54.071685745740474, '1054524': 55.77229279573447, '2773628-2773629-3769491-3769484-3769485-3769486-3769487-3769488': 60.63337859628658, '1736664-2074164': 63.4400873385376}",6.357846514427496,fedex,l,4,204.0,0.0,0.9264705882352942,0.0735294117647058,1.0,0.8869565217391304,1.0,189.15,26.011209902663698,180.5078277777778,8.982827777777779,224.14403768044147,4.340425531914893,False,1.3497890923093108,1.2409182787850024,0.6223103970079187,0.6059349051883895,8.768499717511375,8.768499717511375
freight_dpd_30916_veh_cep_size_m_7_1,27995,61099,33104,14920,18184,1970-01-01 07:46:35,1970-01-01 16:58:19,1970-01-01 09:11:44,1970-01-01 04:08:40,1970-01-01 05:03:04,van,80,147.38042796633766,14.61860933266832,"defaultdict(<class 'int'>, {6: 62, 7: 13, 8: 5})","{'1076372': 14.618609332668319, '982633': 19.166176010209455, '2557780-3373411-3373409': 20.037830389570725, '3206056': 23.16177313995121, '413940': 23.488786687988227, '3222916': 24.092738023628264, '3206283': 24.662657705027627, '876237': 24.98151165936295, '3120329': 26.38779475629886, '1170326': 26.719131908346903, '3640871': 27.078463671862124, '3640875': 27.156240337684217, '3640877': 27.24231441584119, '3206290': 27.63904216913099, '105181-105183': 28.361845653847823, '105185': 28.843764177424493, '105187': 29.32769044729085, '105189': 29.395562384479845, '3292271': 29.714528786643466, '2610249': 29.853069915850597, '105195': 34.092212532103176, '105197': 34.27828531156632, '2542812-2542810-517036-2557763': 36.02725003402956, '3222971': 39.95852496643985, '3206085': 40.223971348582516, '2609482': 42.84383160200937, '2610195': 43.403151101572526, '2610197': 43.547573378440376, '3205742': 47.536465071772135, '2238274': 48.15693197946434, '149197': 56.66018246335953, '3206025': 56.9741227386115, '3206027': 57.1019566299687, '3292273': 59.02677453660629, '2610221': 59.27035038611476, '2609362-2609364': 59.394448256954334, '2609378': 59.631482038381854, '2610258': 60.249908707693095, '1170328': 63.66098920051476, '3644842': 64.94529451007418, '1651261-1170220-2437561': 66.63248592206513, '2611852': 66.9201065428809, '3640863': 67.09479329619231, '488181': 71.08490897341059, '2610223-848904-2610237': 77.2628113220068, '3222975': 80.63272573172144, '3222989': 80.86500430457107, '786592': 81.36645497140839, '3560364': 83.53481831552094, '3364690': 83.67311709416076, '1696180-1696184': 83.72976004965997, '3163472': 84.3829128982066, '3163474': 84.5498469953976, '3163494': 84.80076250083285, '3163478': 84.90491744539034, '2041567-467685': 85.35976725726321, '980589': 85.83704163125432, '980723': 86.69776133098597, '980725': 87.14496659923417, '2437563': 88.9235858882141, '2209786': 89.36032707219096, '2041545': 89.76783076823818, '1082621-2436562': 90.44466391420168, '980731': 92.77948046191774, '2378335': 94.30598419399314, '980704': 95.62395258973402, '3382998-980604': 95.9834075801971, '2436563': 99.19228167124139, '1367054': 99.88489546263196, '3382911-980717': 101.1574589021176, '980729': 102.63609021222307, '2256797': 109.0409298394338, '3097422-3644845': 110.75113840024677, '2610230': 113.72344557379193, '3206213': 121.2384018084811, '2262933': 125.61858828926307, '1969357': 126.1296694464096, '3359147': 127.08791615638708, '3359145': 127.3894754704571, '3359157': 128.1679564909379}",14.61860933266832,dpd,m,6,118.0,0.0,0.2372881355932203,0.7627118644067796,1.0,0.7151515151515152,1.0,171.78,54.82551920347761,210.3023555555556,38.77735555555556,265.3828747590332,1.475,False,1.6020994561367239,1.4373335083325263,0.6111890024756388,0.603951335640037,14.61860933266832,8.503250483895194
freight_dhl_30989_1_veh_cep_size_m_7_4,27997,54351,26354,17750,8604,1970-01-01 07:46:37,1970-01-01 15:05:51,1970-01-01 07:19:14,1970-01-01 04:55:50,1970-01-01 02:23:24,van,72,63.02206071017135,8.474642399335563,"defaultdict(<class 'int'>, {8: 72})","{'2850647': 8.474642399335563, '2391520': 8.757292462952265, '1468236': 8.97305368118385, '1468241': 9.212358131520912, '1468239': 9.280574935869746, '3579646': 9.830613710783808, '3579648': 9.864735247649712, '1884027': 13.21273082622774, '1862264': 13.486147261901241, '2607684': 13.647233375402813, '2607686': 13.718220722841036, '1884023': 14.426829233977859, '1605420': 15.10768523810106, '1862258': 15.583936895427692, '1681592': 15.936356763236677, '1029464': 16.52724410557419, '1557531': 16.960609370021412, '182907': 17.535431450900838, '1681574': 17.860709773668052, '3466545': 18.066792560324174, '2386917': 18.801901503092044, '100952': 22.714770464154693, '3579701': 23.492155453318674, '519154': 26.683497946689112, '3115214': 27.13684732398688, '1686263': 28.798594710038284, '1686265': 28.912972566865065, '1686225': 29.217375824525863, '2447217': 29.904759047330977, '1686540': 30.381209261617432, '1686273': 30.47467951075957, '1686201': 30.931017205164853, '2447211': 31.261297247484816, '2447213': 31.35567668935739, '1686530': 31.744482518189468, '1686534': 31.999279811446183, '1686553': 32.049052905609535, '1686207': 32.762676982202905, '1686544': 33.19248540705859, '2447108': 34.264625765741684, '1686259': 35.97818677960867, '1686277': 36.36250024028303, '1686303': 36.698014570615605, '1686548': 38.232704049757906, '22895': 38.787687131244354, '1686550': 39.22828732944977, '103982-104216-104210': 42.04669666549857, '2871401-2871409': 42.569888830710916, '2594228': 42.70148856923224, '2447411': 42.77738288571442, '518614': 43.18604487812266, '3115212': 43.4257745473718, '519170': 43.578450431560746, '519174': 43.760194508689366, '592893': 43.90959557233484, '3719285': 44.053156573719626, '519160': 44.28064228134202, '519176': 44.3546702284772, '2871428': 45.663444850552956, '2871615': 45.93323097579151, '3439440': 46.455218678182, '3439442': 46.4790255658759, '2599360': 47.066988167822075, '519180': 47.189619116802504, '2597806': 47.43397660237774, '519164': 47.63247189974076, '1248936': 48.1007283672391, '1248935-519150': 48.23649119870278, '2598010': 49.75695691074058, '519182': 51.41709784380939, '1248938': 52.22459717464621, '3447490': 54.32044106805802}",8.474642399335563,dhl,m,8,142.0,0.0,0.0774647887323943,0.9225352112676056,1.0,0.8606060606060606,1.0,171.78,23.444206584183743,167.42110555555558,0.0,195.22420658418372,1.9722222222222223,False,0.7544505703896947,0.6457154742073585,0.39873391062015884,0.38880582883207637,8.474642399335563,3.9128689610626495
freight_ups_30900_veh_cep_size_m_8_3,27999,61784,33785,16606,17179,1970-01-01 07:46:39,1970-01-01 17:09:44,1970-01-01 09:23:05,1970-01-01 04:36:46,1970-01-01 04:46:19,van,86,131.02752527777864,8.216342379434327,"defaultdict(<class 'int'>, {6: 6, 7: 80})","{'2218128-2278457-2218149': 8.216342379434327, '769759': 9.704306528597135, '3809827': 13.72838295913826, '3809831': 14.003766769636046, '1965608': 14.351421990725767, '1652066': 15.236352172501165, '1651762': 15.911819781683036, '1441977-1922989-1923051': 21.486672962624144, '692203': 21.896369533521042, '3420238': 26.054985587838992, '1242854': 26.94150325351312, '1679459': 28.26540199889973, '475527': 28.54840024845996, '344273': 29.60961301128756, '309177': 29.871201751982408, '3490824': 30.627127908275874, '1965600-2252231': 31.86888669042615, '2252233': 32.27134932793541, '866973': 32.405649506895045, '1242870': 32.72396244307575, '1216630': 33.38960540330635, '866975': 34.03132731256489, '2265289-2265291': 36.791209009602085, '1378736': 47.02960776610627, '1382022': 49.14258484873146, '1382024': 49.161000631097025, '223651': 50.72331970760129, '2041589': 51.44885601760096, '801838': 52.46974364251875, '979996': 52.74784579413331, '3346768': 53.56508161559031, '3346196-3346731': 54.091804136562345, '3346007': 55.24702130982606, '2041595': 56.75267884176884, '3346135': 57.150675122205335, '3347287': 58.970147061587646, '3346773': 60.12500914185839, '3346684': 60.539935147084215, '2427218': 61.39904588576213, '173525': 61.98033110741985, '1523885': 62.228291127505706, '3346758': 62.93718726536775, '1218421': 63.66145429447793, '870975': 63.901319766458435, '2872025': 64.97947718179786, '979793': 66.38015745389518, '3781511': 66.46780953981433, '1698785-553827': 68.15938180494783, '553828': 68.27817633164874, '2041597-2379262': 68.92340095387586, '3346039': 69.52943176173201, '3346033': 69.78826940759697, '2872068': 70.85606103099286, '163900': 72.1960000829688, '3346686': 73.12948587772127, '978333': 74.61684228821267, '553820': 76.74149496645795, '801860': 78.80719015512157, '3346158': 80.62717949668021, '3346760': 82.0818487991648, '3346216': 82.62438865656063, '787168': 86.82803015392416, '3809625': 87.85176855748036, '3347263': 88.7534542827966, '2380361': 91.63166253564495, '2359264': 92.6578449699293, '936448': 93.73178997275927, '980082': 94.62348051457742, '936713': 95.7147134700735, '953660': 96.78328441104685, '1021937': 97.81786842681734, '3396649': 99.0023941022912, '2538399': 99.8791987918343, '201694': 100.83337306880136, '2380355': 103.1003316208187, '1965604': 105.08137050103825, '3101768': 105.24654096067137, '2215625-2215627-2215629': 107.24071214522579, '1309540': 109.26759166051163, '1372528': 109.49221198613748, '371995': 110.53620215724368, '3637059': 110.86119233685177, '3593373-3593375': 117.68943741434289, '991376': 117.85616908968292, '2157347': 120.1861505120161, '3408877': 122.36668503050014}",8.216342379434327,ups,m,7,134.0,0.0,0.7388059701492538,0.2611940298507462,1.0,0.8121212121212121,1.0,171.78,48.742239403333656,214.62859722222225,43.10359722222223,263.6258366255559,1.558139534883721,False,1.4228684305872108,1.3429452076595978,1.0223130142369925,1.0208876249177905,10.238398756504182,10.238398756504182
freight_dhl_31832_0_veh_cep_size_m_7_1,28000,55972,27972,16073,11899,1970-01-01 07:46:40,1970-01-01 15:32:52,1970-01-01 07:46:12,1970-01-01 04:27:53,1970-01-01 03:18:19,van,63,88.61624106175587,12.747850849996103,"defaultdict(<class 'int'>, {7: 57, 8: 6})","{'1129491': 12.747850849996105, '3020326': 12.834476899843848, '3020334': 13.106111694399978, '3020336': 13.22692863732343, '3020339': 13.35978735194455, '3020341': 13.434863309064355, '3020343': 13.553708695094993, '1129478': 13.962541144288357, '1919526': 14.483682300174824, '2600030': 14.954471984750889, '1129482': 15.990812820470047, '1248823': 16.05641175856482, '518969': 17.45578837262637, '97905': 18.029344864134124, '1248849': 18.390460845560575, '1828980': 18.959846498372546, '518949': 20.21066070373218, '2600028': 21.43644499752322, '1248879': 21.781832296505478, '1248856': 22.399341353366502, '1248852': 23.00654385525222, '1129480-97927': 23.430604006281893, '97787': 24.664693903977984, '97895': 26.064189533000643, '2470011': 27.22890723341178, '1248859': 28.18980310369658, '3020349': 29.161694907460955, '97855': 30.406687484193267, '1129487': 31.55194026438506, '2641756': 46.79312580103849, '3112296': 49.743585386087545, '1456287': 50.07919924864285, '1295665': 50.66651908659376, '3470515': 52.24734726977066, '3470524': 52.32072452450776, '3470517': 52.841525633287674, '1591289': 53.03940458382922, '3470521': 53.11777063805957, '1591293': 53.47700098399528, '1591288-473856-1528106-3315953': 55.26635163040352, '2591381': 55.91396732765895, '3265320': 56.05536177400052, '3212746-3216624-3258137-3258135': 57.27173713519138, '2851228-2851234-3479872': 57.74934392218666, '1367366': 58.021938139515214, '3212744': 58.28252391766413, '3258149': 58.465327933739054, '809619': 59.29115278048688, '1915544-1915546-3315624': 62.1927280040274, '3204802-3592981': 63.49353342547537, '2851229': 64.17895547482713, '3272630': 64.38109146542794, '3207019': 64.99199337200572, '3315950': 65.1838468666632, '3207015': 66.6201316942062, '3104712': 69.81965043565936, '3101144': 70.64044419104366, '1295676': 70.92106259748199, '1291751': 71.10435672818797, '3422553-982011-982008': 73.00394999550073, '1295678': 73.49246000575496, '3101142': 74.33790228340226, '1295667-981957-981966-1295672': 74.94390943350446}",12.747850849996103,dhl,m,7,129.0,0.0,0.0465116279069767,0.9534883720930232,1.0,0.7818181818181819,1.0,171.78,32.965241674973186,177.6999,6.174900000000001,210.9201416749732,2.0476190476190474,False,1.1895858640238803,1.0031622352178766,0.5873198379509077,0.5804381647293315,15.241185536653433,15.241185536653433
freight_hermes_30823_veh_cep_size_m_7_1,27991,57805,29814,16708,13106,1970-01-01 07:46:31,1970-01-01 16:03:25,1970-01-01 08:16:54,1970-01-01 04:38:28,1970-01-01 03:38:26,van,92,112.27240236996371,11.574727030403068,"defaultdict(<class 'int'>, {4: 76, 6: 1, 8: 15})","{'2863798': 11.574727030403068, '2863800': 11.834302470016233, '3355374': 12.09272987661863, '1437659': 12.797822259019451, '2456277': 13.247715150007117, '3826272': 13.383713521039956, '2626572': 13.67711826365553, '962017': 14.01334922601702, '1878315': 15.390360552858208, '894881': 16.10887722045647, '1123978': 17.108556277159575, '1123980': 17.229495641574253, '3129028': 17.533160834824113, '3761503': 17.596857697809053, '929725-929727': 18.53492960215614, '3452068': 19.154014533874157, '929667': 19.62354113750531, '929669': 19.656085330607105, '2150810': 19.76245093517101, '3392412': 20.62928618283301, '3452072': 20.876537980418885, '3452074': 21.04207576951415, '3351089': 21.295985957734153, '929729': 21.901552318305324, '929735': 22.14682107067562, '1191519': 22.792229304968462, '1349847': 24.489766213453226, '2035726-70378': 24.731995371087443, '850492': 27.02220497294284, '1197404': 28.45907506045151, '2554927': 29.52118556554663, '1196475': 30.583288773372196, '2555274': 30.66456685513612, '1878317': 31.274027798883857, '898089': 31.473053522893245, '964040': 31.949528078344997, '1029346': 32.972311777075284, '1031109': 33.266383003534955, '3394732': 35.63338593216514, '475113': 37.585294266034076, '2553229': 38.90273516257784, '3479216-851401': 40.14842548051547, '1025336': 40.54862828334413, '2150780': 41.857920139336905, '3452751': 42.21744512041296, '3322955': 42.63062660073418, '2486666-2484483-963941': 43.35482413691186, '929562': 45.18564093154303, '1025005-2680169': 46.94258505445026, '2555272': 50.893947026083964, '3784282-3761497-3826271': 52.8765446575712, '1196485': 54.35729963542586, '1027526-2680132': 55.528165389312015, '2554921': 57.34501426799524, '2554925': 57.54746685347525, '929560': 58.511315485930176, '894883': 60.112333455357266, '1519767': 62.89533953616501, '1519771': 63.02345911067177, '2484724-961547-2484726': 64.36295360805308, '2461857': 65.17565517021158, '2464104': 65.56636635903628, '2464904': 65.71024997897214, '2464778': 65.96953714787621, '1519781': 67.96746339176106, '2459520': 68.22613149363497, '1070679': 71.3173880425359, '3313533': 72.48064904091132, '1070681-1078842': 73.81566412745691, '2554884': 76.26291361277144, '2117573-3394786': 77.84780063452581, '3392411-3394895': 78.78412404105187, '3117100': 79.80986041440343, '1031141': 81.49328117588014, '3391409': 82.93556754481286, '2200306-2200304-3740874': 85.99173733638033, '1520044': 88.7459092679475, '2674178': 90.26513460662508, '695147': 90.41155558312511, '355801': 91.29338642448094, '2577085': 92.06228555391912, '1431932': 92.48608734886733, '483881': 93.33502792647214, '461031': 94.16067555891806, '1886066': 94.79459785914182, '2400555-2767359': 95.48117512751027, '323421': 95.64437688044212, '323419': 96.28139474910994, '392863-777118': 96.97509154511289, '483908-905753': 98.62390319982205, '1883522': 99.75919008656612, '355811': 100.0611922798092}",11.574727030403068,hermes,m,4,136.0,0.0,0.0514705882352941,0.9485294117647058,1.0,0.8242424242424242,1.0,171.78,41.7653336816265,189.4017166666667,17.876716666666667,231.4220503482932,1.4782608695652173,False,1.0876216552153175,0.972378739004463,0.7908003457983455,0.7688991294381822,11.574727030403068,3.951361971633702
freight_fedex_30161_veh_cep_size_l_7_3,27951,56223,28272,22580,5692,1970-01-01 07:45:51,1970-01-01 15:37:03,1970-01-01 07:51:12,1970-01-01 06:16:20,1970-01-01 01:34:52,van,30,42.80446129692382,12.322908377822252,"defaultdict(<class 'int'>, {2: 28, 3: 2})","{'3219094': 12.322908377822253, '287252': 12.889023750581284, '1743934': 13.084415994890739, '2756750': 13.668935473663717, '3101279': 14.379565734848125, '3101308': 14.54801989488942, '760022': 14.834003949694502, '2150296-3636595': 15.452868042235753, '1127949': 15.64661429180071, '1127951': 15.764006525889084, '898846': 16.34068991685817, '1370429': 16.61384756047052, '833965': 17.52056365738199, '1776517': 18.685731263280093, '922520': 19.679677649340146, '268037': 21.000176582442272, '268065': 21.20016652899045, '1086767': 21.288268670849522, '1127953': 21.470369482888582, '1127955': 21.596407521332996, '1086764-2673945': 22.474547467767803, '615318': 23.061055456213648, '1872133': 23.321839878478563, '576442': 26.10232705221003, '225843': 26.573890521112165, '1086762': 27.600709762386174, '2735634': 29.366853436302698, '3192864': 29.674030918708837, '1585292': 29.92189458184116, '576945': 30.586068767741146}",12.322908377822252,fedex,l,2,185.0,0.0,0.8702702702702703,0.1297297297297297,1.0,0.8043478260869565,1.0,189.15,16.522522060612594,179.60573333333335,8.080733333333335,213.75325539394595,6.166666666666667,True,1.0195356255913715,0.6297641513765136,0.571399381864059,0.5661153727590307,12.322908377822252,2.7804871737314656
freight_dhl_30855_1_veh_cep_size_l_7_7,28004,56074,28070,21126,6944,1970-01-01 07:46:44,1970-01-01 15:34:34,1970-01-01 07:47:50,1970-01-01 05:52:06,1970-01-01 01:55:44,van,39,55.708015205301805,8.098952100011275,"defaultdict(<class 'int'>, {6: 22, 5: 17})","{'629909': 8.098952100011275, '780401': 9.870994777428637, '456363': 13.827483045935788, '3080727': 14.789371861174683, '20399': 15.253586478564698, '11118': 15.415265744705087, '11069-20429': 15.55781838703952, '1770995': 15.659924133664743, '1770997': 15.795948290717066, '1771001': 15.945522965985202, '71134': 17.294580739309026, '71115': 17.55763550060677, '1167736': 19.5828898829644, '1770993': 20.451975617577013, '1167493-43546': 21.5123807485154, '3080731': 22.058926705113418, '11120': 22.300398761748045, '1166985-1166983-2743703': 23.746771959266287, '25688': 24.100357665307303, '25689': 24.261011239922727, '25690': 24.553504943036685, '1167485': 25.41624041230978, '13409-2299499-157477-2573608-158246': 27.44195558194468, '151531': 29.911698264827322, '7208-843052-843057': 31.893965851654336, '71401': 32.69665970212937, '2736986': 36.45733907586205, '2736984': 36.481061957294465, '1260861-2736979': 36.650662680884956, '588570': 38.174257513708106, '3752749': 38.881349520331526, '1638222': 39.641312095308066, '2218702-2218747': 40.265722053991304, '1391820': 40.697426578454476, '1500670': 40.98343345162571, '1389847': 41.51999184837305, '3132983': 42.136204165338135, '1391808': 43.05520672102307, '3392641': 44.251055701587774}",8.098952100011275,dhl,l,6,173.0,0.0,0.1676300578034682,0.8323699421965318,1.0,0.7521739130434782,1.0,189.15,21.503293869246495,178.32247222222225,6.797472222222223,217.45076609146872,4.435897435897436,False,1.134642453886866,0.9513711474099079,0.7070920066234194,0.6657509826533285,8.098952100011275,3.956488268507151
freight_dhl_30855_2_veh_cep_size_l_7_3,28005,52357,24352,20247,4105,1970-01-01 07:46:45,1970-01-01 14:32:37,1970-01-01 06:45:52,1970-01-01 05:37:27,1970-01-01 01:08:25,van,10,40.22296770482563,8.497975157951315,"defaultdict(<class 'int'>, {5: 5, 6: 4, 4: 1})","{'2400459-3709663': 8.497975157951315, '1919499-1593928-728084-588614-588621': 10.166449911364829, '3348416-3348418': 14.264457431713929, '1858446-244869-244867-244865': 17.538705022535222, '1978440': 18.847266100706204, '1801293-2760834-3603913': 21.23438389802441, '2496408': 23.709711428691964, '678610': 25.763968525592567, '1328157': 26.32002676917724, '553047-553049': 31.380570007852473}",8.497975157951315,dhl,l,5,173.0,0.0,0.4104046242774566,0.5895953757225434,1.0,0.7521739130434782,1.0,189.15,15.526065534062692,154.70284444444445,0.0,204.6760655340627,17.3,False,3.1380570007852473,2.5425105388779063,2.4312226639928802,2.387117797318208,8.497975157951315,5.060543238675233
freight_dhl_30989_1_veh_cep_size_l_7_3,27997,54442,26445,16639,9806,1970-01-01 07:46:37,1970-01-01 15:07:22,1970-01-01 07:20:45,1970-01-01 04:37:19,1970-01-01 02:43:26,van,58,70.40532399770021,8.569013018898993,"defaultdict(<class 'int'>, {8: 57, 4: 1})","{'2697960': 8.569013018898993, '2391522': 8.663383638462422, '2380628-2380626-2380624-3466522-3466554': 16.36666871377313, '2604050': 16.701530523968906, '1681576': 16.963724563697397, '3466556': 17.232186601131417, '1315234': 17.290181530469056, '2607682': 17.63494429247363, '1605418': 18.2684868919326, '1862262': 18.819291408024476, '182903': 19.280125726915273, '182905': 19.39568816300418, '1884029': 20.283717252920052, '1884019': 20.50192419007047, '1884021': 20.51671885278145, '3646923': 21.370852344951224, '1557527': 22.10835802560205, '1858738': 22.19057426997475, '3646921': 23.17310123343446, '2111641': 23.93243221476831, '1681594': 24.350376440000144, '3466547': 25.063611781079118, '1884013': 26.033247146905925, '1884017': 26.131835589828732, '182909': 27.235284551366316, '513254': 27.36210520955745, '2988156': 27.67728465144811, '3466543': 28.38709829594393, '1681588': 29.053888335766583, '1858736': 29.650556452853984, '2111385': 32.93569437571136, '2111338': 33.01352532208764, '2111336': 33.700662664740825, '2386915': 34.406310132688, '1856693': 35.12808950764163, '1662062': 36.85156001125515, '1681596': 37.22530004029655, '2988154': 39.01197466687394, '3466561-840983': 41.65564804307793, '687982': 46.57556576854541, '1627042-1708647': 46.79452087950592, '3418823': 47.54922206935375, '1551905': 47.851983485745585, '1812109-3543370': 48.158181366714345, '2858587': 48.77135662382456, '519143': 49.23554761775268, '2929956': 50.82849217627459, '2265321-1626967': 51.49923461965022, '1574894-2735737-1708648': 53.068509143031356, '143660-2858581': 54.70322765324572, '519141': 55.54270379064648, '519139': 56.50432067405083, '1551903': 57.90257435803513, '2447409': 59.86991853546965, '2871406': 60.24904252205017, '519152': 60.77922016542892, '519172': 61.0232366822331, '1686307': 63.1100037565747}",8.569013018898993,dhl,l,8,134.0,0.0,0.0597014925373134,0.9402985074626866,1.0,0.5826086956521739,1.0,189.15,27.17645506311228,167.99920833333334,0.0,216.3264550631123,2.310344827586207,False,1.0881035130443915,0.9568594866258896,0.6687662415991422,0.6667900398226543,8.569013018898993,7.703285075310708
