vehicle_id,Start time,End time,Tour Duration,Service Duration,Travel Duration,Start time formatted,End time formatted,Tour Duration formatted,Service Duration formatted,Travel Duration formatted,veh_class,service_num,tour_km,first_service_dist,raumsplit,service_dists,initial_delivery_distance,provider,veh_size,main_area_type,deliveries,missed deliveries,b2b_ration,b2c_ration,ration_check,vehicle_load_factor,vehicle_deliver_factor,vehicle_fix_cost,vehicle_km_cost,vehicle_time_cost,overtime_cost,vehicle_cost,deliveries_per_stop,Hannover,avg_dist_with_init,avg_dist_wo_init,median_dist_with_init,median_dist_wo_init,max_dist_with_init,max_dist_wo_init
freight_hermes_30159_veh_cep_size_m_8_1,31054,63263,32209,18419,13790,1970-01-01 08:37:34,1970-01-01 17:34:23,1970-01-01 08:56:49,1970-01-01 05:06:59,1970-01-01 03:49:50,van,64,82.3366038387928,13.028318221231414,"defaultdict(<class 'int'>, {1: 52, 2: 10, 5: 2})","{'971705': 13.028318221231414, '459353': 13.394507364006246, '2850656-2959836': 13.84140435029531, '183683': 14.237174410873056, '2856929': 14.831184377071514, '2599006': 15.18037906051731, '312271': 15.205230537080444, '183682-3414121': 15.538687160983912, '2663247': 15.668681435624999, '3403957-2912709-1206323': 16.693592964842306, '461890': 16.705546681761543, '1775849': 16.756982496635874, '3105140': 16.964001576868984, '183680-1112723-2149324': 17.848681921537377, '2389891': 18.687014567033575, '2598990': 19.2794933567428, '3713290': 19.530960981796973, '2912705': 20.672688555150632, '804711-2228209': 21.962169262492875, '3360906': 22.0720610216952, '2389889': 22.361058343348855, '1662117-3675708': 23.18102505145373, '2917374': 23.606931796363064, '2917249': 25.353143745032526, '3456024': 25.571401696771808, '642851': 25.62209025562954, '3525576': 25.741537842551903, '3525633': 26.218303408227868, '3278550': 26.50272606440575, '2663259': 28.822238125348715, '2853068': 29.638392880955404, '2591586': 30.26206263826887, '3276396': 30.336520754503304, '2591583': 30.601240502364114, '2917245': 30.65576240905206, '3525580-1807165': 31.057036838007477, '642853': 31.40069879636249, '642854': 31.447477586871106, '642855': 31.5528696663855, '3525439': 31.94571313156624, '3276394': 32.12364982126083, '2090675': 33.74879638531788, '3525437': 34.141683346531664, '2591581': 37.13824824963912, '1254678': 38.12023506393675, '1254680': 38.1617795798791, '1254682': 38.24972192220458, '436467': 38.359277812155355, '3630165': 43.87336328604818, '3092511-3092514-3630577': 44.04442034353102, '3525517': 49.423199000863264, '2877980': 52.415473763709635, '3525527': 52.88129682474559, '1610504': 53.63933122628774, '3525519-3630578-3630582-3630574': 56.1520786186274, '3630580': 56.21619626481269, '2917243': 57.054944725091026, '2460095': 60.1261045506439, '1313444-2055269-2460096': 64.4775891802408, '1371119-3398796-3398802-2681375': 65.26710932734578, '3224489': 66.70972630000628, '3278549': 67.28840553416646, '2912552-2912554': 68.8711939099882, '3278544': 70.76948442442492}",13.028318221231414,hermes,m,1,148.0,0.0,0.0743243243243243,0.9256756756756755,1.0,0.896969696969697,1.0,171.78,30.62921662803092,204.61661944444447,33.09161944444445,235.50083607247532,2.3125,True,1.1057731941316393,0.9165264476697381,0.4364018655991986,0.42590674490933367,13.028318221231414,5.514085473892827
freight_amazon_30952_veh_cep_size_m_9_4,31028,58945,27917,15999,11918,1970-01-01 08:37:08,1970-01-01 16:22:25,1970-01-01 07:45:17,1970-01-01 04:26:39,1970-01-01 03:18:38,van,59,74.86458824018382,18.368168865184696,"defaultdict(<class 'int'>, {4: 27, 6: 32})","{'2140817': 18.368168865184696, '2140761': 19.547479326185346, '116886': 19.789205908491184, '2140754': 20.749496295110966, '2140763': 21.13869416248139, '3821790': 22.327621361718354, '1453601': 23.319326869601078, '1453603': 23.410504037763573, '2133285': 23.84189187869955, '1453600-2262332': 24.180395748767108, '2289619': 24.400586678243133, '2394535': 25.688572002898194, '2392788': 25.780399052306112, '2140791': 26.971812141666913, '2301290': 27.081188609933456, '2135608': 27.122488993158054, '2133411': 27.96372094697501, '2133405': 28.14431111860516, '2133467': 28.431295991865166, '2392814': 28.968249429636032, '2392703': 29.30405497114005, '876606': 33.70951432693883, '2394562': 34.489234615228945, '2284465': 35.40017623270949, '2133291': 36.57232806395351, '2301296': 37.84795956623857, '540277': 39.054057054284385, '698262': 42.03148551952116, '3251340': 42.1939614648654, '2053527': 42.36785876904371, '172228': 42.90399400586677, '698390': 43.43371311350092, '698354': 44.03517452375822, '1031080': 44.42430502045043, '2680870': 46.697605335510026, '1822710': 46.815373341477475, '1822712': 46.89872359865306, '111338-413478': 47.137627617279634, '652419': 47.67474725583545, '1822695-652417': 48.199660139714936, '2680866': 49.565641233034775, '2208357': 50.22323272226305, '2208367': 50.33783388327133, '1383763': 50.94784468242111, '413471': 51.21611981991013, '413473': 51.38220835953544, '413475': 51.55606319450121, '111339': 51.69852324756864, '111341': 51.760677238149775, '111343': 51.794967213127784, '1216366': 52.36959615798833, '2208365': 53.085869718745464, '1004318': 53.55449415362866, '1139846': 54.633238476381024, '1139848': 54.66677958069579, '3708255': 55.630269316167045, '1001982': 56.83794947510497, '1558398': 59.31281954917562, '1558426': 59.48962613451017}",18.368168865184696,amazon,m,6,128.0,0.0,0.0,1.0,1.0,0.7757575757575758,1.0,171.78,27.84962682534838,177.35049722222223,5.825497222222222,205.45512404757065,2.169491525423729,False,1.0082987480425452,0.7089906425745771,0.5297191076341505,0.527315995756819,18.368168865184696,4.405459355798779
freight_amazon_30952_veh_cep_size_m_9_3,31028,61470,30442,19152,11290,1970-01-01 08:37:08,1970-01-01 17:04:30,1970-01-01 08:27:22,1970-01-01 05:19:12,1970-01-01 03:08:10,van,44,77.94983711934077,18.29881911582824,"defaultdict(<class 'int'>, {4: 15, 6: 29})","{'581266-581290': 18.29881911582824, '43365': 18.83367152157182, '1102615-1102617-2403417': 21.860242540413093, '2137424': 22.088744694317214, '2596992': 23.174932213825358, '1191584': 23.575792404071667, '2135375': 25.17462368774915, '876610': 25.601744403611736, '2140912': 27.232673971353815, '3070495-116887-116884-2868986': 27.876649779469577, '3820936': 28.559531278322417, '2646644': 29.205273935840868, '2071037-2392808': 30.632527512823838, '3251346-3251348': 33.131382246724854, '2133425-2638959-274472': 34.332032186744506, '1853717-431828': 36.1405172058543, '1721344-787344': 38.574265994010055, '698320': 39.17338712642685, '698346': 39.604571981972676, '3747827': 40.66071174245742, '2745706': 41.233075648025775, '1558421': 41.75593719551154, '3341358': 41.85641550702167, '2970284': 42.542593677600514, '2745743': 44.00572321582936, '3747834': 45.02134056260878, '2237639': 46.90119544358454, '1405085': 48.005355254, '3680182': 48.57816909007882, '1322392': 48.83938432573923, '1614032-1614034': 49.48434186080395, '1614036': 49.59628638535361, '1614038': 49.65716163082802, '2726701': 50.09542816147078, '2516079-3685649': 51.5636005283479, '2914738-904948': 53.38039365764216, '2725331': 54.187063862061486, '1031148-1322388': 55.022813311017934, '2668134': 55.17860729155598, '2492932': 56.323448346944474, '1594869': 57.10554040280836, '2726679': 58.19766308529969, '1322398': 59.63588057379119, '269104': 62.26302413187792}",18.29881911582824,amazon,m,6,150.0,0.0,0.0,1.0,1.0,0.9090909090909092,1.0,171.78,28.997339408394765,193.39126111111116,21.866261111111115,222.64360051950587,3.409090909090909,False,1.4150687302699527,1.0224233724662715,0.8212098266878876,0.8066702044193264,18.29881911582824,3.026571018841274
freight_fedex_31535_veh_cep_size_m_7_2,31068,66674,35606,15979,19627,1970-01-01 08:37:48,1970-01-01 18:31:14,1970-01-01 09:53:26,1970-01-01 04:26:19,1970-01-01 05:27:07,van,52,156.70747143221698,31.04027713712616,"defaultdict(<class 'int'>, {7: 7, 6: 45})","{'200654-200652-200650-200666': 31.04027713712616, '1421997-1421999': 34.89085825941698, '3344751': 42.05383910286902, '1472362-1472360-2753148-2753146': 43.27367853799995, '970369-970371': 46.66114024826423, '2828607': 48.82802692089222, '3609138': 49.00885220445235, '2828697': 50.100550541513044, '1551361': 53.616323449642046, '1232904-169506': 54.36102323837471, '2804159-2804116-758158': 55.64058792890358, '2496070': 56.01362564603615, '1519983': 57.65749322657385, '2074561': 57.92484787363002, '2074563': 58.08091130981101, '2074541': 58.334965853900265, '3386440': 59.48900357463186, '1285992': 59.684335434591475, '1285994': 59.718458150711186, '3034147': 61.433158979871884, '3034043': 61.587927954496045, '15114': 63.14662378070591, '2997548': 64.59799115331332, '2997524': 64.77923620813468, '3034063': 67.34989391015223, '2074565-844681': 69.06128327400326, '3033452': 70.84289228512299, '2247832': 71.97223333964482, '1859782-1859784': 74.10630477103582, '1859786': 74.18252156702293, '673818': 74.71265329997968, '3034130': 76.99331041694666, '2446300': 81.45505273767832, '2648827-2995874-416575-416573-2995876': 86.30880965414065, '2665639': 101.03093601177609, '3769384-3769386-3769388-3769390-3769392': 101.35687060659991, '2074535': 104.0128312221569, '1285948': 105.61220500105296, '3388572': 106.18388341415228, '3034047-3034062': 108.39471237924417, '3034049': 108.67020243816962, '2154579-2154581-2916834': 111.25774245905727, '2563282-2785369-666709-666693-3741282': 112.33338477262483, '1783481-1783479-867230': 113.92840826444272, '3815566': 114.54641886210567, '3572019': 117.27590793790644, '3599246': 118.54646299636569, '141027-970368-970366-3659083': 120.56677999501866, '2659343-404927': 121.51605568071332, '406595-406617': 123.89265026809906, '2230051-2230053-1307985': 127.33429850197277, '767544': 129.86883401444047}",31.04027713712616,fedex,m,6,126.0,0.0,0.8333333333333334,0.1666666666666666,1.0,0.7636363636363637,1.0,171.78,58.29517937278472,226.1970055555556,54.67200555555556,284.7471849283403,2.423076923076923,False,2.4974775772007782,1.937814840731653,1.5768596590138806,1.5586958262098634,31.04027713712616,14.722126357635446
freight_amazon_30952_veh_cep_size_m_9_2,31028,61718,30690,17716,12974,1970-01-01 08:37:08,1970-01-01 17:08:38,1970-01-01 08:31:30,1970-01-01 04:55:16,1970-01-01 03:36:14,van,57,88.451612133107,19.475685438647503,"defaultdict(<class 'int'>, {4: 56, 6: 1})","{'2562458': 19.475685438647506, '1563985': 19.663464148341774, '3765851': 20.273377718108488, '1409818': 21.1779624756606, '3569648': 21.691355091471557, '1914589': 22.0508822249477, '3159864': 22.292430615459658, '3167143': 22.974704009440448, '842109': 23.087488646837546, '3496683': 23.533625545696417, '2562440': 24.27848547241805, '2127719': 26.230235863151766, '2562302': 26.777291812736426, '2517203-3335680-3335678': 28.37677098654831, '897788-3013242-3013240': 31.509680793075603, '2135373': 32.10532618493393, '2135381': 32.21122196346296, '2135383': 32.29921050652455, '2135397': 32.46909088313597, '2135399': 32.712004591556514, '39315': 33.27549956895811, '39357': 33.68654998296656, '3067634-3013241-3013246': 34.105358909089766, '174905': 36.23962739167055, '1008099': 37.47911464305212, '2135401-2135403': 38.2920520907381, '1008097': 39.03543929862665, '39658': 39.53527767041061, '1386242': 40.01580970440802, '39371': 42.30881711933387, '39373': 42.41697443743328, '39361': 42.687672387160625, '39367': 42.78025243227171, '2555909-39320': 43.96967081589019, '2908128': 44.888670833911895, '2908130': 45.23760760297505, '39317': 46.61437192637261, '39365': 50.552707225051854, '2135323': 52.55221583685661, '2459997': 52.79116165644006, '260165-2460003-2908038': 53.05391008702529, '542385': 53.209708367777246, '542387': 53.29797780388308, '3581900': 53.71509778426451, '566166': 53.88397303125816, '2460384': 54.72421219465083, '39345': 56.47118943883055, '2460141-3393646': 58.55272606534682, '43382': 59.68683673966026, '3821128': 61.29768248650597, '1055276-542378': 62.11636064656204, '542373': 62.98602022361427, '3581906': 64.49719245105462, '3821069': 64.67534312628678, '542375': 66.07349074565286, '2071145-2392817': 68.66762123724274, '1822696': 72.32150618122117}",19.475685438647503,amazon,m,4,139.0,0.0,0.0,1.0,1.0,0.8424242424242424,1.0,171.78,32.90399971351581,194.96675,23.441750000000003,228.12574971351583,2.43859649122807,False,1.2687983540565118,0.943675370403101,0.6099135697667144,0.6027794808125204,19.475685438647503,3.9383352986792417
freight_amazon_30952_veh_cep_size_m_9_1,31028,60189,29161,15541,13620,1970-01-01 08:37:08,1970-01-01 16:43:09,1970-01-01 08:06:01,1970-01-01 04:19:01,1970-01-01 03:47:00,van,73,113.26590384102536,20.725554955225668,"defaultdict(<class 'int'>, {8: 30, 7: 6, 4: 37})","{'3194520-2113262-3304442': 20.725554955225668, '2632635': 20.778079070431218, '2813': 20.93976564707018, '2815': 21.16870585416979, '3463518': 21.70740715689556, '1651279': 22.108845617488136, '3348241-943918': 25.054250494383005, '2499162': 27.36826394914868, '1035875-1035877-970425': 30.53182601783204, '39530-39532': 33.763741648785356, '3599673': 34.24667977865354, '39523': 34.52211569978209, '3304443-2113263': 35.37884566338242, '3002400': 35.77772492324758, '2401076': 39.30124402774579, '216125': 40.64161717985851, '84086': 41.578807592376826, '3659791-39528': 42.92127428668665, '1546954': 45.103844641637956, '2127721': 49.431079232392996, '1409814': 49.597126650737586, '1409816': 49.6382084969534, '3192544': 50.3767729479616, '3159911': 50.52407338319728, '1564172': 50.852417292814266, '1564174': 50.90664464261714, '3006460': 51.1396909858132, '3496685': 51.28708725519738, '3763203-3763207': 52.8675186993809, '1412670': 53.356083278671605, '2127723': 53.776473672156115, '2919112': 53.82042153817359, '2562432': 54.274186565003546, '1555240': 55.773169906786364, '3496679': 56.82300167494139, '2562296': 56.8855756752739, '2562300': 57.0607134042183, '2919009': 58.41287741371449, '2978035': 58.76317153610269, '2977991': 58.82250655768974, '2802882': 59.278742716289486, '3159862': 60.63149065861071, '1469494-87895-22644': 62.46175873075636, '2919111-2722507-3593674': 63.952593444818454, '3593671': 64.467494920568, '2562447': 64.5587777443316, '3593669': 65.99562543707819, '3159906': 67.28765745779566, '3159904': 67.57003020254872, '548671': 67.78571322934569, '2760434-675108-897784-897786': 69.01007503395255, '1555218': 71.12288861148417, '1499976-327379-1469492-3232213-3232211-142150-1717012-1499962-1499984': 73.3297021594994, '1906370': 74.55818624480186, '1908387': 74.8224779783451, '3206737': 75.28465276726834, '2601933': 75.58160958187119, '3348484': 76.23356859349363, '3461524': 76.36488318515609, '2722594-3461529': 76.67709241641734, '2168469': 77.03152717615987, '2168471': 77.23976818624912, '1363837-3607720': 78.06789616879325, '2098603': 78.60690763622932, '3252786-961828': 79.22268421418615, '970429': 81.67491315198964, '1051137-98128': 82.17383353391973, '970427': 83.85563672468768, '98164': 84.33287799051439, '2562306': 86.88456885796651, '3167140': 87.44666259084138, '842111': 90.49343374741822, '2760536-2559320-2167118-2167116': 93.1194842155633}",20.725554955225668,amazon,m,4,126.0,0.0,0.0,1.0,1.0,0.7636363636363637,1.0,171.78,42.13491622886143,185.2533527777778,13.72835277777778,227.64326900663923,1.726027397260274,False,1.2756093728159357,1.0054712397269114,0.5387013027257694,0.526801389237658,20.725554955225668,4.32723459075504
freight_amazon_31515_1_veh_cep_size_m_9_6,31081,59739,28658,15238,13420,1970-01-01 08:38:01,1970-01-01 16:35:39,1970-01-01 07:57:38,1970-01-01 04:13:58,1970-01-01 03:43:40,van,80,100.75563918057678,12.242851409894955,"defaultdict(<class 'int'>, {7: 1, 6: 79})","{'3189874': 12.242851409894957, '587131': 15.912042604468258, '913761': 16.080410177249416, '3180329': 16.697705824585, '1149025-1149027': 17.116368511955788, '587133': 17.657615553996873, '2916160': 17.847407492287505, '588954': 19.008201386252743, '3291397': 19.873941940084254, '1706958': 21.25542534937068, '2916164': 21.831667166398752, '2916178-913766': 22.145666860602034, '1706965': 22.49106103256688, '587137': 22.758958402106565, '587141': 22.895069407053093, '2008052-587166': 23.31924004327622, '3363850': 23.40782833097134, '1841358': 24.91054305293177, '1149029': 26.763867165452844, '913763': 27.55373201467739, '3291518': 28.85625802096609, '5975': 29.318375393169195, '3635680-1461799-1461801-442552': 30.941403289815035, '442549': 31.19481576968844, '1461744': 31.29043781611277, '2562018': 31.345977652058952, '2548686': 31.469729144892916, '2548690-1847882': 31.594985801607354, '555264': 32.670897125541366, '555268': 32.6925153275631, '246934': 33.69173264741571, '2548672': 34.81315612925011, '554818': 36.33741869700123, '554820': 36.44731858676974, '1120829-1120831': 36.75983393256466, '1461796': 37.371950440082394, '2011768-2544732': 38.410440784819, '550566': 40.258429343823636, '580935': 40.81165488982157, '3184754-3184750-442478': 41.4957860317858, '1785145': 41.75592473438981, '551607': 43.911500808024485, '1247355': 44.20080166134176, '1501502': 45.217200664002625, '580931': 46.45602120884562, '102474': 47.604286434948534, '555262': 48.533920229634695, '622630': 49.542017286710426, '554808': 50.09814532501168, '2650827': 50.71386507930119, '1286800': 52.464237257774506, '1286802': 52.59466982309162, '3209198-3209263': 52.77277627640395, '709934': 53.265458543401074, '2657004': 53.58122524991392, '2657012': 53.71873190921789, '2657014': 53.773619813382304, '2565553': 54.64129034215279, '3184744': 56.974751533409055, '554812': 58.60365835331964, '554814': 58.69457353191022, '554816': 58.845891488184876, '3309993': 59.280733773926855, '551591': 60.100333269634504, '555311': 60.838862162707535, '2152368': 61.772477109104905, '555237': 63.09881816064051, '550554': 63.57908155277302, '554811-622766': 65.21081202843027, '551585': 71.57852720756938, '550552': 71.79653872280069, '2603663': 72.02536086336693, '3293279': 72.68698231974037, '2152383-2655187': 74.12523883893041, '1286799-442602-442600-580934': 76.89277546097462, '2655263': 79.12288297972403, '2655291': 79.6950336475099, '551715': 81.06392065164167, '550558': 81.75600573576678, '550574': 85.40282873009718}",12.242851409894955,amazon,m,6,123.0,0.0,0.0,1.0,1.0,0.7454545454545455,1.0,171.78,37.48109777517456,182.0579055555556,10.532905555555557,219.7940033307301,1.5375,False,1.0675353591262149,0.9260756622810409,0.6394585518545117,0.6172956473355846,12.242851409894955,6.367715179139111
freight_amazon_31515_1_veh_cep_size_m_9_5,31081,65823,34742,17016,17726,1970-01-01 08:38:01,1970-01-01 18:17:03,1970-01-01 09:39:02,1970-01-01 04:43:36,1970-01-01 04:55:26,van,79,158.56525339811571,11.67983418148461,"defaultdict(<class 'int'>, {6: 54, 5: 23, 7: 2})","{'2544751-2548671': 11.67983418148461, '2790137': 13.925774819098924, '3311521-3311523': 15.67210392430128, '1491936': 16.720658302216567, '1451305-2958628': 17.00018535812925, '3689875-3372202': 17.328404078389624, '3640071': 17.606012523474185, '3291542-3291544': 21.218390644523456, '2409765-2917351-587052-2917349': 22.56554849814241, '3363866': 23.340630084667538, '2626068': 23.712833257509615, '2626066': 23.798484825890412, '2723888': 24.517545840999766, '3377902': 25.226990991272466, '913767': 26.239417647659334, '587129': 27.169487824355524, '2002362': 28.815155786401753, '5973': 28.866704150378, '3180327': 29.545418756279478, '3179393': 29.761774994076458, '1706967': 30.008705137799527, '588952': 30.89426966394268, '1924141-587163': 31.416396850872918, '2626056': 31.87046938492257, '2626141': 34.01804595138317, '2576113-2576131': 37.33635622051969, '1415542': 37.617093863048, '1415544': 37.81095035550478, '2419184': 37.9390731356023, '2419186': 38.04542758891275, '2419172': 38.1017041082504, '2307538': 38.474719474224344, '2536892': 44.67092941791053, '1415538': 49.07071624527005, '1338750-3061463': 49.91508848914548, '2622858': 50.1499536341077, '2622860': 50.215165005142424, '2622790': 50.53336217112342, '3291407': 50.66566282821837, '1332699-2622826': 50.96055386077195, '2622892': 51.797211476044296, '2622802': 52.03690753057763, '2622864': 52.35724194038623, '1971677': 55.650902054656385, '2307534': 58.39867452451201, '3291405': 61.75519466949551, '683419-1307988': 68.0174730548408, '2576110': 72.56814031437285, '3061465': 73.35492170165035, '2627116': 76.58346859454879, '2000434': 77.50500697289858, '2627114': 79.46420737172522, '1722658': 82.70053991457466, '106430': 83.3122070755406, '1229561': 83.5806524175893, '2891162': 85.47419148570356, '1321404': 85.84427928106204, '2684928': 87.22935752364957, '1415790-3363843-3363841': 91.62019147366458, '2916015': 95.45522606588733, '2432369': 97.6432615293194, '2432371': 97.71660220377974, '658756': 100.30462644093382, '2211585': 103.06067262032563, '2278410': 105.9248636819588, '1598867': 108.66644222657996, '1722660': 112.07917894962023, '2622745': 120.01042050281644, '1229559': 126.73056064500415, '3755056': 130.5242578773439, '1149035-1149037': 131.77285369605897, '2626058': 135.27842643258145, '588948': 136.24710616185305, '1149031-1706963': 138.01201101008374, '2476033': 140.20058561846946, '2626070': 140.78649783272655, '588950': 141.6779393916596, '3377904': 142.51178458143693, '442595': 146.55653173821577}",11.67983418148461,amazon,m,6,136.0,0.0,0.0,1.0,1.0,0.8242424242424242,1.0,171.78,58.986274264099045,220.7082055555556,49.18320555555556,279.9494798196546,1.7215189873417722,False,1.8551459713698197,1.729188430214502,0.9300701766961907,0.9258042775229924,11.67983418148461,7.931241553196216
freight_amazon_31515_1_veh_cep_size_m_9_4,31081,62961,31880,15832,16048,1970-01-01 08:38:01,1970-01-01 17:29:21,1970-01-01 08:51:20,1970-01-01 04:23:52,1970-01-01 04:27:28,van,89,148.6871168464055,15.27334536944161,"defaultdict(<class 'int'>, {7: 45, 8: 16, 6: 28})","{'2453630': 15.27334536944161, '2617055': 15.785848074489618, '923344': 16.325681269396853, '598776': 17.11356555291606, '2453523': 18.16307541700086, '2617051': 18.264989140370545, '2968186': 18.419779544075936, '3638465': 18.559183429613732, '2453647': 18.871609486716682, '2453649': 18.92124116447855, '781770': 20.535437435689676, '781774': 20.858241971742903, '781776': 20.886632222572967, '1334062': 21.4977418589937, '530476': 21.96472867638461, '2453414': 23.07373713459905, '3638453-1282387-980106': 23.838442676433097, '2463653-1999448-1999452-2493173': 25.197366294131154, '2633515': 25.57472920265441, '1042966': 26.817136868746932, '2037800': 28.60825742792241, '2748771-2037580-2580369-2580381-554058-554182-552701-554260': 29.017717969042927, '442502': 29.47459819794289, '442504': 29.6122414250185, '3743899': 30.822424852141314, '2627018': 31.260444593271416, '1676438-2453271': 34.26713068863709, '2453275': 34.47231089105128, '1073584': 35.01880841826688, '620219': 35.393521179784265, '620205': 35.52509509117416, '620214-620226': 36.12201835961412, '2453459': 36.54687640088567, '1518201': 39.10297351497348, '2377523': 40.46113149525182, '781780': 41.27371325252059, '781766': 43.532057202062674, '1518199': 45.127256096996526, '923338': 47.457310402350835, '2617078': 47.60224416798874, '2453572-2453581': 47.957363134011295, '2453576': 48.05580754527102, '2453533': 48.25462014539141, '2626878': 48.969584574708115, '2633493': 51.0813505221009, '923340': 53.40126055839235, '3447453': 54.67493564768612, '2626898': 56.21987940191934, '2626914': 60.31138267243845, '2453612': 62.30657639986991, '2617059': 62.76212303176624, '2626904': 63.51528281855102, '2626912': 63.7004272181521, '2633513': 65.81117668139534, '2616974': 68.40268944255523, '598766': 72.14997631687606, '2453464-2593420': 73.08804624232792, '2453386': 74.37979704707355, '106500': 84.76838340465422, '337039': 84.92429011411485, '1229557': 85.45647348662402, '1562851': 86.30382438295737, '2813422': 88.11077493954852, '106428': 90.48029292173449, '2891128': 92.31167670669461, '1349942': 92.51486314630537, '2891142': 93.01530189309429, '2317770': 93.90322947491488, '1307963-2813394-2690666': 95.27210162567897, '1227427': 96.14715285348377, '2891134': 98.48396859683355, '2315824-2567180': 100.0769992137828, '2315827-2690650-658941-657213': 102.29401310425682, '657257': 102.87258251373878, '1321364': 104.43892255447983, '2668307': 106.01699807587546, '337035': 107.47283732767917, '2891166': 109.49660873800781, '2690764': 110.71409749343522, '1655768-1973382-77113': 113.67897654631948, '2189074': 117.17110079690302, '1633667': 119.50886779930984, '1888225': 121.41426183190515, '657247': 123.5499566593331, '657249': 123.75825350306363, '1894733': 127.1446093118495, '2891046': 129.504435092202, '3750462': 136.00803881074006, '3377916-3750445': 136.2626399244874}",15.27334536944161,amazon,m,7,127.0,0.0,0.0,1.0,1.0,0.7696969696969697,1.0,171.78,55.311607466862846,202.5265555555556,31.00155555555556,258.0931630224184,1.4269662921348314,False,1.5310408980279482,1.3748783472164294,1.0495098640848006,0.9937898947683284,15.27334536944161,10.388586357580664
freight_amazon_31515_1_veh_cep_size_m_9_3,31081,60567,29486,17310,12176,1970-01-01 08:38:01,1970-01-01 16:49:27,1970-01-01 08:11:26,1970-01-01 04:48:30,1970-01-01 03:22:56,van,49,120.20143430486785,14.940223881672294,"defaultdict(<class 'int'>, {6: 31, 7: 17, 8: 1})","{'3727185-616311-616309': 14.940223881672294, '1349944': 17.10224007920653, '1349946': 17.2342561973468, '657245': 17.294449426861696, '1307957': 18.469346466404186, '2813398': 19.203394279463048, '2813400': 19.37441799651695, '2622743': 22.443821418329478, '656976': 26.475257866989722, '1349938': 27.68600676612062, '2315820': 28.405574436242826, '1888329': 29.456487091986236, '1722770': 29.990695838434966, '336970-336983-2655989-2655985-3093824': 32.17230615701429, '3266399': 34.382887203698694, '2259220': 36.41100511466807, '1973719': 36.53569493274107, '2891138': 37.18523891103557, '1229565': 39.15361393358948, '106432': 39.63609694396215, '2543284': 41.24601256454037, '1349936': 42.3518565673873, '658760': 42.876481909799836, '2891164': 43.24970332938879, '658754': 43.958004440356106, '2315816': 45.31049003770834, '1321402': 46.224913259768016, '3351992': 46.6709126443411, '1358252': 52.81701493802485, '1321406': 57.292070481805766, '1562855': 59.74488676515466, '1888157': 61.150575491467016, '1415200': 64.16975299946957, '2594407-2594096-76990': 67.24599120837217, '1705686': 72.808143654806, '1322641': 74.33339763849207, '3727410': 75.97140763880913, '4728': 76.84281037594303, '3763431': 80.024000352626, '1349530': 81.67491235349056, '2706271': 82.65465215298585, '1244253-2453282': 91.51286953930709, '2453665': 94.41955812024027, '2453416-2453627': 94.61919619174388, '2037792-2502298-2039065-2493170': 96.08643945226115, '2453645': 96.83003114905846, '2748769': 99.68740765066937, '2453632': 101.41280690793072, '2748759': 103.50460596649407}",14.940223881672294,amazon,m,6,136.0,0.0,0.0,1.0,1.0,0.8242424242424242,1.0,171.78,44.71493356141084,187.3180055555556,15.793005555555556,232.2879391169664,2.7755102040816326,False,2.1123388972753894,1.8450912934337869,1.4672432605172645,1.43646599341481,14.940223881672294,8.858217386321243
