,osm_id,code,fclass,name,geometry
702,28477804,7204,industrial,,"POLYGON ((550140.8341839837 5806293.3189369235, 550170.1106226513 5806348.614371798, 550247.8879955471 5806488.480242873, 550264.4473718773 5806494.456151333, 550286.3224249322 5806482.89944239, 550375.2047583229 5806436.009156054, 550316.0148186389 5806321.671754765, 550314.8838548199 5806311.848836365, 550287.2694228668 5806305.748617533, 550289.7862140544 5806287.831369872, 550284.4975313831 5806284.729334577, 550230.8905098658 5806277.562874897, 550200.3115993182 5806276.583279174, 550188.7632435814 5806278.845970653, 550163.6286519743 5806283.728867411, 550153.0457664705 5806288.059422946, 550140.8341839837 5806293.3189369235))"
703,28477806,7209,commercial,,"POLYGON ((550264.4473718773 5806494.456151333, 550319.8103307551 5806595.749885539, 550572.4112139355 5806464.085133195, 550533.461291057 5806379.398358353, 550511.5216301254 5806331.551225601, 550481.6467305307 5806343.54767207, 550445.4567409372 5806361.00815166, 550444.7131368725 5806395.039921675, 550416.2619977846 5806409.565379284, 550407.9859167181 5806418.502112406, 550375.2047583229 5806436.009156054, 550286.3224249322 5806482.89944239, 550264.4473718773 5806494.456151333))"
704,28477807,7209,commercial,,"POLYGON ((550121.2504607515 5806566.70238818, 550149.7673905384 5806623.61410982, 550166.842306221 5806657.716374324, 550172.0165167915 5806642.662786686, 550172.4320390726 5806641.276527761, 550174.9094057396 5806634.505047319, 550176.8367951072 5806628.962719237, 550175.7519306135 5806628.606808691, 550176.6794613268 5806625.712912016, 550177.7779311832 5806626.068961552, 550178.4858518239 5806624.029371274, 550182.9295292195 5806611.2376339715, 550178.5089465872 5806602.426837958, 550152.7058308033 5806550.937747702, 550121.2504607515 5806566.70238818))"
705,28477810,7203,residential,,"POLYGON ((550085.069444621 5805044.297678413, 550088.5250627393 5805077.871557737, 550093.7254837439 5805067.723830633, 550094.3128981058 5805058.15208943, 550138.9428313834 5805054.045785469, 550150.9990402232 5805052.97837364, 550322.4929890139 5805037.575926843, 550336.9014635346 5805034.753190296, 550345.668146444 5805035.276705046, 550352.6924570879 5805040.476717823, 550358.1362201829 5805047.173425139, 550367.8146580564 5805077.629761956, 550348.3437149567 5805083.726672263, 550352.9747580629 5805102.673663696, 550357.0323577115 5805109.82339445, 550365.3592520744 5805115.403848237, 550383.1596637212 5805118.255815527, 550419.3178772858 5805120.695210122, 550421.8957358075 5805096.248905274, 550433.1063398389 5805097.342693595, 550428.2315439738 5805148.696570026, 550434.453125184 5805160.4849889735, 550434.6900107784 5805156.627401327, 550435.1136512961 5805151.147629054, 550436.4987427278 5805126.889336431, 550441.5231654458 5805080.865380083, 550427.2743189397 5805079.406719601, 550424.6664271302 5805078.223104366, 550422.8146688843 5805076.301932654, 550384.9571106951 5804999.859660287, 550304.9227299491 5805007.517338913, 550289.8776606474 5805008.698442904, 550285.5792798533 5805009.110601182, 550251.0223731487 5805012.384019719, 550230.0552625562 5805014.372506538, 550216.8526985655 5805015.728375293, 550181.4754817947 5805019.37212436, 550149.1504129781 5805022.691262703, 550132.9721251801 5805023.56095025, 550085.936538531 5805029.978857042, 550085.069444621 5805044.297678413))"
706,28506920,7203,residential,THE FIZZ,"POLYGON ((549197.6156870478 5804850.899875425, 549200.8725382906 5804847.795490555, 549203.8888886789 5804844.922305459, 549212.891236797 5804836.891861431, 549219.8864387543 5804830.176229022, 549226.9388619098 5804822.5045220535, 549232.1992084415 5804816.416741046, 549237.236898106 5804810.137631364, 549244.384708856 5804800.420102786, 549248.868433886 5804793.73500079, 549255.1442433093 5804783.43031784, 549246.1430845807 5804777.722664321, 549233.523734574 5804769.731800347, 549213.3570541362 5804756.960078319, 549203.6051170937 5804750.777792645, 549202.042841687 5804749.794393556, 549198.6829185695 5804826.515801955, 549198.2954400227 5804835.322067809, 549197.6156870478 5804850.899875425))"
707,28513294,7203,residential,,"POLYGON ((562102.8469343439 5801015.341426405, 562105.7705967261 5801023.321074762, 562220.0027298547 5801066.53418528, 562245.3928027082 5801085.054335675, 562252.8423524217 5801099.765879237, 562263.1922920588 5801106.482282631, 562276.3998633642 5801098.350405151, 562310.583983545 5801019.287747904, 562164.9858967299 5800965.74268343, 562102.8469343439 5801015.341426405))"
708,28547760,7203,residential,,"POLYGON ((561771.8104676012 5799409.53125131, 561873.4778282503 5799453.85729915, 561873.1443671178 5799471.741040108, 561838.4514069922 5799659.039988682, 561837.6891082848 5799666.038756893, 561867.6547131831 5799665.402417679, 561897.3331965512 5799668.099956332, 561906.929594199 5799669.455259111, 561938.6709868067 5799674.43719454, 561952.0618558446 5799673.659891755, 561960.1436261281 5799670.301793044, 561968.4261669355 5799662.896971405, 561975.1637904646 5799649.398851149, 562002.6528643187 5799573.197924334, 562035.5023339442 5799487.998254428, 562057.6184154759 5799427.40420621, 562064.6792885158 5799401.261896586, 562182.4423767234 5799455.497447444, 562237.8886042834 5799481.026644527, 562260.083274489 5799485.089165075, 562262.8091378818 5799485.590812895, 562305.0095633189 5799493.310288824, 562306.8245290907 5799493.644708446, 562379.8862082261 5799507.027904277, 562388.1998338446 5799508.545898336, 562448.0715004103 5799514.843861139, 562567.341717058 5799526.034302384, 562570.9109296453 5799496.588911261, 562575.8096665135 5799447.21441414, 562551.6933590365 5799444.783619451, 562550.3586085226 5799443.654248382, 562557.0789094641 5799395.693396167, 562577.9903583715 5799390.285353876, 562644.703429018 5799377.872342711, 562668.8891668856 5799211.903828805, 562545.6980136936 5799208.415022573, 562548.8721158251 5799158.017451023, 562515.7626187006 5799154.304725074, 562513.9543079251 5799137.851124257, 562518.7904105758 5799058.9962694915, 562485.6255358194 5799054.760213557, 562487.8513108075 5799034.519850526, 562412.6583416031 5799035.01365826, 562400.1074733295 5799039.805141715, 562394.6161532697 5799027.354250683, 562405.8259053254 5799007.9283852335, 562439.7187075468 5798962.781003491, 562449.2833619423 5798913.476648713, 562443.9137919863 5798914.009361788, 562441.6768251464 5798869.494767403, 562415.2382476837 5798874.800087462, 562380.6215110578 5798865.10658397, 562322.0330395286 5798846.689168, 562287.2880604982 5798934.510676606, 562194.4446032287 5798943.128163777, 562195.7652015493 5798963.224250483, 562198.704233662 5799007.892168685, 562198.8581603789 5799010.27471888, 562197.0610351465 5799012.832896078, 562184.5263015518 5799019.06016803, 562169.8884508646 5799020.232752763, 562109.5268044092 5799040.975386201, 562076.4193594541 5799055.420571433, 562051.1840741859 5799054.02386882, 562061.3971636421 5799092.553607652, 562022.7915908408 5799167.646552668, 562005.1460822901 5799158.781008321, 561931.9717444158 5799335.605888215, 561844.0266002857 5799296.601351868, 561812.2867881791 5799282.053178257, 561806.6913787259 5799297.379098216, 561771.8104676012 5799409.53125131))"
709,28610420,7212,retail,,"POLYGON ((562058.080876473 5801410.805051065, 562116.471409299 5801432.287829465, 562126.2324742542 5801435.970703898, 562139.3455480094 5801406.623095853, 562283.8051567508 5801456.537878218, 562240.408278759 5801389.054046828, 562197.374483116 5801343.968588145, 562193.058818774 5801342.156458524, 562185.0779942013 5801338.796281613, 562166.3481496252 5801331.228959658, 562163.325842892 5801330.01164309, 562113.264602077 5801283.0917637395, 562112.2398711933 5801286.037929449, 562085.1213973379 5801348.5154856965, 562072.9022390784 5801376.661937055, 562059.5468370903 5801407.430581762, 562058.080876473 5801410.805051065))"
710,28630618,7212,retail,,"POLYGON ((558831.9647803771 5802967.789258835, 558836.1759234521 5802984.592707044, 558839.1976162601 5802996.665260882, 558858.7308743523 5802992.126385075, 558863.9643818494 5803017.941607898, 558845.5599392229 5803025.453003996, 558846.2555449638 5803031.624157474, 558847.4839414184 5803031.382979061, 558846.5335166937 5803080.718848384, 558880.7189098753 5803083.508086785, 558882.7055618165 5803045.47573536, 558882.7326340812 5803044.9198459005, 558915.5925232546 5803046.98151926, 558930.0589751691 5803047.666336781, 558929.6420302475 5803044.958150605, 558928.8204227146 5803039.653168055, 558924.2130296282 5803009.907370778, 558925.4927178606 5802975.793440062, 558914.4472384383 5802966.294652596, 558898.6747842744 5802964.348347562, 558834.3741678107 5802963.868931915, 558834.3068057313 5802967.22765366, 558831.9647803771 5802967.789258835))"
711,28693054,7204,industrial,HeidelbergCement AG Zementwerk Hannover,"POLYGON ((559313.6711944367 5802944.822603497, 559320.6147333316 5802963.572784263, 559334.5489873677 5803054.214446791, 559446.659253857 5803049.448219407, 559451.2232479893 5803116.360293706, 559489.2564627308 5803146.632726544, 559526.761278583 5803214.944161133, 559694.6059646781 5803219.24545417, 559702.5059266774 5803301.583202765, 559703.6538658844 5803306.291577798, 559723.1978445284 5803305.894507466, 560047.3128885909 5803321.85071283, 560043.5659084235 5803316.476470703, 560044.1888118901 5803302.801154872, 560024.6945754153 5803286.266347531, 559990.8381889889 5803246.562659051, 559990.2071770574 5803168.150803643, 559989.3980202355 5803068.58947091, 559989.1525232616 5803037.883380144, 559863.561475867 5803028.556868377, 559850.2161799454 5803008.448773487, 559837.475247026 5802983.41999461, 559838.9555973382 5802957.407112423, 559834.5024547639 5802941.745605429, 559827.7418614974 5802925.466481649, 559815.4492695401 5802911.144794212, 559825.1439584753 5802900.560981212, 559835.6364819722 5802893.8025162555, 559804.1199696214 5802852.815980653, 559697.1276701549 5802864.644508089, 559697.0284473451 5802867.21301757, 559694.1084068406 5802945.214558695, 559603.9100421888 5802946.213374249, 559604.6408728482 5802912.270878723, 559604.7378569961 5802907.633222674, 559623.2965181697 5802892.58423054, 559593.87569671 5802826.24994074, 559481.2942925594 5802870.7098020995, 559489.0112328635 5802889.64755844, 559439.003751741 5802910.357849033, 559429.1408455415 5802886.432844858, 559406.6249756317 5802895.438829655, 559406.1781222465 5802894.665863565, 559388.8280778395 5802902.143475434, 559373.2062113188 5802908.596300645, 559374.7478945919 5802911.740811726, 559375.9409445968 5802914.43614849, 559325.0990799324 5802939.4759914605, 559313.6711944367 5802944.822603497))"
712,28705513,7203,residential,,"POLYGON ((558777.3255640605 5803756.036262442, 558782.5307637735 5803758.523500809, 558789.3029009218 5803758.626613119, 558865.1350672105 5803764.516410661, 558868.7328743681 5803764.793039914, 558913.9192372852 5803768.3037454365, 558916.4832620476 5803768.501293168, 558921.398980762 5803769.005094201, 558922.4663909036 5803769.117987811, 558925.0103950994 5803769.281927547, 558926.894841939 5803769.382352706, 558927.6506376254 5803769.936488763, 558928.5009242116 5803770.558501636, 558979.7331324011 5803772.284428596, 558994.7783577555 5803574.50814273, 558933.2134786018 5803570.7895292295, 558883.2704854051 5803566.965933547, 558883.592148633 5803560.562199476, 558864.935705895 5803559.1376874875, 558829.9804406032 5803556.105685244, 558829.171946541 5803567.364910598, 558823.7311049784 5803566.921677425, 558813.6859791949 5803566.100843581, 558805.318519045 5803565.600423065, 558800.495356933 5803565.309208646, 558792.0902013662 5803582.217841362, 558791.9798324602 5803584.6193655515, 558792.9410889416 5803601.606479202, 558792.0651174705 5803609.972593829, 558787.4130015074 5803667.195909201, 558779.868043777 5803748.34637306, 558777.3255640605 5803756.036262442))"
713,28768317,7203,residential,,"POLYGON ((555106.0930983644 5798703.2248410685, 555114.6234178749 5798742.343276998, 555156.0885667964 5798756.889925735, 555147.2027783627 5798786.146868951, 555166.432514634 5798792.213205782, 555148.675870713 5798843.307509169, 555145.0429757724 5798856.193008662, 555157.4038542047 5798857.9998659175, 555313.7463895374 5798904.03598851, 555399.8994645069 5798928.541668568, 555469.0963629107 5798945.382731523, 555471.0183136627 5798947.161952603, 555481.0703450924 5798950.056058929, 555537.5311123026 5798965.119567576, 555592.8402306018 5798979.558921492, 555641.3222578514 5798993.332281541, 555747.853994511 5799022.523732576, 555823.5008896984 5799043.002446151, 555873.3175185369 5799056.748724774, 555910.2336633427 5799067.045363319, 555935.4337837265 5799074.005622638, 555962.7054492165 5799081.545727329, 555974.9724994776 5799084.94432717, 555965.3503823247 5798954.772461414, 555960.8223881857 5798949.081166965, 555968.9137057979 5798889.370005399, 555975.3296509753 5798829.595344368, 555981.6176720043 5798769.096177823, 555983.7441050166 5798763.658401932, 555986.1810861379 5798754.875808462, 555987.1133023261 5798711.179933233, 555982.3494120751 5798675.829186347, 555961.9556751689 5798615.0494254865, 555933.163654133 5798555.075551539, 555923.612784918 5798531.973799573, 555921.0421283289 5798526.705216184, 555942.0010020295 5798518.522010046, 555941.1744041357 5798516.899644493, 555934.7189461256 5798503.866889655, 555932.6073282722 5798499.582424396, 555902.4051660204 5798438.269003508, 555886.32771115 5798396.927772457, 555564.1918966325 5798486.941178274, 555505.972520929 5798504.12852795, 555463.5195504865 5798516.109817145, 555439.3068946182 5798522.233887124, 555433.2208144355 5798519.87391973, 555429.5684470444 5798508.94243054, 555425.5145592884 5798500.386976446, 555417.7873289373 5798490.644469901, 555407.9628357128 5798483.181088374, 555386.2485686188 5798467.07429056, 555374.7608413511 5798478.458665656, 555359.7253220332 5798516.93476717, 555308.2736153943 5798497.07950141, 555297.9996388592 5798496.263473436, 555253.1128752693 5798467.627679057, 555214.7817865065 5798522.329071644, 555127.1681767609 5798627.761366975, 555171.9711333038 5798664.426649441, 555110.1317353346 5798689.398307604, 555106.0930983644 5798703.2248410685))"
714,28768318,7203,residential,,"POLYGON ((555984.5284888768 5799079.869002989, 556039.3826257966 5799101.750254386, 556150.2844273703 5799132.724391303, 556161.0743429039 5799136.573848576, 556169.1984420932 5799139.970244674, 556184.9706312595 5799146.079084347, 556199.6756311302 5799146.5803971905, 556209.2858074689 5799146.923552182, 556222.9620733197 5799147.413206808, 556252.0070480017 5799148.756785312, 556266.9229399767 5799151.674631601, 556269.7715280021 5799152.2299724845, 556280.4654278074 5799154.332116201, 556336.5462478602 5799167.665168147, 556346.9526300605 5799170.476113711, 556363.3307507387 5799174.8126002345, 556391.1264168076 5799184.096445593, 556403.9852598322 5799187.536263872, 556410.7304307214 5799186.96823527, 556420.3903540554 5799183.5524292, 556427.5479025436 5799177.3158550635, 556434.7734627693 5799168.710637718, 556441.9936357781 5799159.98300392, 556452.7758381634 5799148.415022941, 556462.0965104772 5799141.313337586, 556472.2376596465 5799137.536046726, 556483.077604816 5799135.212913901, 556491.9471786104 5799134.7805729965, 556502.5380994548 5799134.568207545, 556508.7860216516 5799133.994613281, 556521.2668773342 5799130.589085141, 556532.9927700526 5799125.283835583, 556542.7315119063 5799119.766715207, 556585.7911194313 5799094.508415005, 556659.6706128244 5799051.405520612, 556654.4666503735 5799042.947027906, 556624.0767108466 5798998.468638729, 556614.6747798942 5798984.711410103, 556524.5872883389 5799039.465189881, 556519.2465841617 5799039.348347442, 556493.3994527443 5799031.220774929, 556484.5583925277 5799024.389410771, 556394.2051848557 5798916.096730094, 556380.4098645243 5798924.771498004, 556361.3962224878 5798936.924113136, 556351.0314477229 5798943.546846918, 556330.158660754 5798952.040757908, 556329.3727452452 5798952.243137234, 556310.5704243606 5798956.055295595, 556290.5076455551 5798955.681604267, 556272.0726322447 5798954.180790379, 556202.0905784258 5798940.0893563945, 556174.0125315443 5798942.283443109, 556158.4724658118 5798946.845286642, 556144.7148912585 5798922.92758928, 556106.8366201267 5798854.005512179, 556102.413521708 5798845.089299535, 556095.119640311 5798844.138641188, 556086.3143983335 5798846.063061894, 556076.7810252892 5798852.695824459, 556065.3993787537 5798851.086900323, 556049.3134093045 5798819.133681357, 556041.6302819212 5798810.458573596, 556030.234579526 5798812.476019797, 556012.5737590764 5798804.555272202, 555984.5284888768 5799079.869002989))"
715,28768453,7203,residential,,"POLYGON ((555939.5067854128 5799746.079565217, 555947.5358067254 5799746.370916657, 555968.4766282935 5799747.1314586345, 555977.384531968 5799746.220312142, 555980.972166952 5799745.860585595, 555989.8331697214 5799743.680783227, 555997.9096788336 5799740.991501233, 556008.8777924792 5799736.243757243, 556020.0794442035 5799730.7311293185, 556048.303358863 5799712.90856245, 556081.3458777645 5799690.746955071, 556143.0472565279 5799645.562406209, 556177.3708002665 5799619.277856418, 556220.6291867 5799587.989468791, 556335.9427779368 5799500.724704801, 556344.3533468966 5799500.453726662, 556348.2015014869 5799440.360852859, 556347.8117681762 5799432.135692903, 556346.9695656128 5799424.750792844, 556344.9226034103 5799418.453409248, 556340.4342774347 5799407.57837236, 556349.2312432707 5799402.127987786, 556350.2380714387 5799398.09032549, 556352.8371787722 5799387.674509624, 556357.7530283248 5799368.897611389, 556365.5879116234 5799337.950959365, 556373.5274846195 5799315.137228466, 556376.5858254657 5799306.8736257, 556386.4919330687 5799280.122225013, 556398.1243097293 5799248.996573134, 556399.4738159218 5799245.385555976, 556404.846586386 5799231.363917493, 556411.2159046116 5799211.23543548, 556412.2126118109 5799204.516763288, 556412.0870305714 5799201.200346839, 556411.7608088438 5799195.768057204, 556410.7304307214 5799186.96823527, 556403.9852598322 5799187.536263872, 556391.1264168076 5799184.096445593, 556363.3307507387 5799174.8126002345, 556346.9526300605 5799170.476113711, 556336.5462478602 5799167.665168147, 556280.4654278074 5799154.332116201, 556269.7715280021 5799152.2299724845, 556266.9229399767 5799151.674631601, 556252.0070480017 5799148.756785312, 556222.9620733197 5799147.413206808, 556209.2858074689 5799146.923552182, 556199.6756311302 5799146.5803971905, 556184.9706312595 5799146.079084347, 556169.1984420932 5799139.970244674, 556161.0743429039 5799136.573848576, 556150.2844273703 5799132.724391303, 556039.3826257966 5799101.750254386, 555988.3231574616 5799088.321890137, 555974.9724994776 5799084.94432717, 555973.7729778015 5799093.373880901, 555968.4795727449 5799161.126141303, 555965.2867692994 5799224.508246112, 555964.5930245504 5799238.2052315865, 555963.7543283295 5799251.466733128, 555959.8354394971 5799298.9887982905, 555959.0619789276 5799313.107595774, 555958.0142720358 5799357.992476501, 555957.7145517546 5799370.592653741, 555956.891647877 5799384.866628737, 555953.2505776896 5799447.542853518, 555951.288678732 5799492.539732912, 555950.783225045 5799504.058542198, 555949.9185948691 5799518.409915582, 555943.8878662873 5799618.168969026, 555940.2334863009 5799691.045852258, 555940.1106256807 5799710.277995895, 555943.1927451465 5799719.045376664, 555942.9935628712 5799736.596918639, 555939.5067854128 5799746.079565217))"
716,28879823,7204,industrial,BMW Niederlassung Hannover,"POLYGON ((551580.6923731421 5805356.624420744, 551581.1328927986 5805365.884215002, 551583.1038197298 5805392.735989508, 551584.3541074143 5805418.223081985, 551586.7063379285 5805450.240399748, 551586.9311135024 5805454.113912492, 551587.0458536095 5805456.150809648, 551590.3133101404 5805513.151136261, 551590.9345428156 5805523.992438894, 551732.3990338596 5805512.796384875, 551768.9343765663 5805510.121546976, 551782.8010577156 5805505.072545897, 551787.8511118939 5805493.990551898, 551783.855138315 5805445.002808633, 551742.4302836799 5805448.627285749, 551736.863464695 5805374.249192568, 551735.9202105952 5805361.702508762, 551734.5061958664 5805342.799062997, 551654.2810144572 5805350.755337162, 551621.5668377386 5805352.981673752, 551591.5691106645 5805355.737288524, 551580.6923731421 5805356.624420744))"
717,28939647,7203,residential,,"POLYGON ((552642.0146292915 5800329.534741593, 552671.8344146144 5800342.534652557, 552691.4823176954 5800352.500385794, 552707.3783376 5800360.412635979, 552718.7583046217 5800365.117423505, 552744.2784901347 5800375.657890218, 552783.9290944602 5800386.572285259, 552807.2893361269 5800392.695982205, 552819.0340213879 5800395.769688492, 552919.3806737758 5800422.87622957, 553018.0533617174 5800459.8560428275, 553126.8080263577 5800501.06240453, 553144.3107236666 5800503.264553285, 553219.4391008011 5800507.45695803, 553229.7441042785 5800505.03197969, 553235.5987477312 5800488.320242989, 553243.2651162907 5800450.1921601575, 553414.9070875089 5800514.354945877, 553470.2400318063 5800354.0908601545, 553332.9973181044 5800200.817001097, 553261.8750156892 5800127.430560523, 553256.5496855697 5800119.697470044, 553237.77383565 5800100.90646216, 553228.2024179792 5800092.727080562, 553223.8191736137 5800088.586122901, 553219.8249296473 5800083.748558627, 553197.8529860523 5800063.143364067, 553162.6816364891 5800032.150707646, 553116.3298334426 5799995.553698482, 553076.1461813427 5799968.7459042175, 553034.1064320544 5799943.453583815, 552986.1502437774 5799917.786558137, 552929.3185997653 5799891.957955091, 552872.9423587329 5799870.617860341, 552799.7682372254 5799848.419903124, 552711.6088852907 5800115.786296274, 552688.8162302529 5800180.0615741545, 552678.7939199959 5800214.638960223, 552642.0146292915 5800329.534741593))"
718,28963483,7209,commercial,Fachbereich Soziales der Stadt Hannover,"POLYGON ((550194.4193914593 5803643.083320399, 550216.5743606341 5803663.354566955, 550272.0858795397 5803714.134517746, 550278.2798111498 5803707.523409586, 550323.9648496826 5803660.012650874, 550332.5492192023 5803654.638552758, 550328.4790564249 5803649.257455557, 550307.3798548236 5803621.632443995, 550291.2019565103 5803598.6853507385, 550266.0672598358 5803558.89422196, 550252.6971395427 5803568.94725718, 550252.0285550082 5803577.0942735635, 550194.4193914593 5803643.083320399))"
719,29023712,7203,residential,,"POLYGON ((546607.4426620256 5803095.624821123, 546612.4884699801 5803133.615841391, 546616.523764291 5803168.31578416, 546616.7439025474 5803170.231160872, 546621.4336745859 5803210.577070877, 546622.0861588209 5803213.564425929, 546624.6138921109 5803215.501652872, 546629.8521431435 5803216.608016579, 546715.5123356784 5803206.663245476, 546721.1340963123 5803206.093651324, 546775.4022462864 5803201.380684579, 546829.3648452208 5803205.186240855, 546842.4185947247 5803206.978975236, 546881.3533726305 5803210.397441102, 546910.5161569248 5803209.1178535, 547014.8427786703 5803187.887500204, 547081.3576736671 5803164.050653195, 547130.4330476685 5803146.46618403, 547143.6760479367 5803141.298021139, 547150.257567553 5803138.624579578, 547244.4107948027 5803098.769374781, 547255.1633151349 5803094.211671794, 547259.5265171982 5803092.151144355, 547265.8919065136 5803087.184275348, 547288.2085635576 5803060.91273167, 547293.9572690645 5803052.1133835, 547299.3840049369 5803041.397652922, 547301.7782768174 5803033.823085327, 547309.7995414273 5803010.284282279, 547324.4321803835 5802959.043981919, 547325.8763087966 5802954.708448823, 547330.0877706134 5802937.284535294, 547326.1523730474 5802935.900731111, 547319.6528335307 5802933.546766004, 547302.7227824581 5802927.699843, 547274.102469246 5802920.505996934, 547240.2134529089 5802914.641125912, 547228.5549236671 5802908.5669373665, 547222.9463906324 5802908.424161063, 547171.2429528949 5802907.26119759, 547141.0323639329 5802910.409161895, 547126.2271980846 5802912.280866377, 547106.0930414088 5802916.81584553, 547019.5010899812 5802939.581880262, 547001.3874644849 5802943.580387167, 546996.559717104 5802944.379719936, 546886.6991392645 5802957.826794656, 546867.54564955 5802959.513264029, 546859.9732757189 5802960.420094723, 546840.097372766 5802962.188786588, 546807.2548974071 5802965.102404563, 546766.5405375101 5802969.643416699, 546737.5189173257 5802972.404681736, 546722.8802299204 5802972.554985584, 546715.1444705937 5802971.313595738, 546708.2800017552 5802969.368559492, 546696.7025506353 5802963.3075301545, 546615.3769204115 5803070.126325609, 546609.887254353 5803081.898951959, 546607.5804282217 5803088.262174278, 546607.4426620256 5803095.624821123))"
720,29179590,7203,residential,,"POLYGON ((549785.2822212771 5802623.928358638, 549856.8531396453 5802620.692267023, 549874.5230395339 5802619.870025888, 549877.167268387 5802620.29726484, 549887.320771909 5802587.851574304, 549879.3240241052 5802584.822745307, 549856.1191951126 5802572.129021141, 549839.1729417131 5802561.979367384, 549821.5726557041 5802552.535086372, 549817.6774702223 5802560.671748164, 549798.8977097112 5802599.8604150135, 549789.0327746333 5802617.291935909, 549785.2822212771 5802623.928358638))"
721,29224434,7212,retail,,"POLYGON ((550235.9422508779 5810949.579140249, 550243.176368418 5810966.661819533, 550261.8480259991 5811009.16877524, 550277.0872669558 5811040.349751089, 550279.543856734 5811045.380725966, 550351.9520357879 5811010.258527555, 550377.8621628344 5810997.687049058, 550377.4300976606 5810996.73707203, 550373.1600910577 5810986.93747377, 550369.4951823967 5810973.806866158, 550368.4857251185 5810970.170069718, 550372.4245294516 5810969.187049643, 550358.4068311533 5810923.64601178, 550355.8117967735 5810920.849515057, 550346.3751230908 5810917.749281251, 550342.2264178308 5810919.976066158, 550285.5672056021 5810934.390901008, 550235.9422508779 5810949.579140249))"
722,29243534,7203,residential,,"POLYGON ((551634.1642668853 5811718.093858716, 551657.6498949104 5811932.079818116, 551665.0800366427 5812030.673276201, 551670.9588678393 5812089.3815538995, 551681.953166818 5812185.6653895425, 551697.9397330479 5812238.884691919, 551746.9411157041 5812227.943056616, 551736.4893353218 5812198.965776414, 551787.3267366398 5812186.664491292, 551763.4074631268 5812075.081908736, 551906.8528133744 5812052.91301147, 551795.9212895702 5811722.990047198, 551644.3870023991 5811699.868808168, 551637.4737082955 5811703.900906026, 551634.1642668853 5811718.093858716))"
723,29243707,7203,residential,,"POLYGON ((550068.0228379832 5811217.945449762, 550069.5362710941 5811231.498855022, 550071.1311254036 5811245.731658728, 550073.9050846479 5811258.975320201, 550096.642215097 5811321.390683676, 550241.3946792084 5811286.337973495, 550246.3425965045 5811283.685446188, 550248.2130567618 5811276.907780546, 550228.2352152755 5811196.732536525, 550226.3902710122 5811192.37528451, 550221.9377043799 5811189.782341362, 550217.9632496352 5811189.619336278, 550195.3407498372 5811193.882193571, 550068.0228379832 5811217.945449762))"
724,29243708,7203,residential,,"POLYGON ((550071.891014922 5811450.5110712135, 550101.2064456076 5811516.886989135, 550105.24815754 5811521.756068727, 550111.4669424188 5811521.741655427, 550165.1081566144 5811501.331588139, 550132.7990698039 5811416.703503049, 550071.891014922 5811450.5110712135))"
725,29287592,7203,residential,,"POLYGON ((551995.4057060982 5805299.172972984, 552015.0908861754 5805307.701790846, 552033.5551209847 5805315.850684778, 552045.2883633651 5805321.503413438, 552117.7870064401 5805356.343663481, 552274.8143550038 5805427.745953935, 552366.4563844788 5805469.823738362, 552372.9359740326 5805472.885070215, 552374.6569692029 5805473.581955393, 552388.4521829659 5805479.791419407, 552403.583009383 5805486.460108961, 552464.0788132141 5805513.123922708, 552470.2005240425 5805515.914591764, 552489.345457467 5805524.539693183, 552502.5012542559 5805530.064094132, 552550.8649108286 5805552.116559529, 552598.8411250174 5805573.453427074, 552600.5534031556 5805569.867539081, 552645.7136187177 5805475.317748475, 552667.9510738372 5805430.870406465, 552695.075849133 5805444.787786092, 552762.8511127774 5805477.228770597, 552779.2427141762 5805441.173514495, 552769.5186069582 5805435.462694085, 552553.9641577012 5805317.365497336, 552546.6813840481 5805313.038335169, 552483.5199724272 5805277.701735406, 552459.039132625 5805263.947225364, 552373.3985721312 5805218.438705626, 552325.0319974661 5805193.718265042, 552269.3084358316 5805170.288414168, 552217.0905128516 5805154.416246482, 552206.0269210488 5805151.05064356, 552077.1473189881 5805117.848089491, 552073.7744310799 5805116.966970561, 551995.4057060982 5805299.172972984))"
726,29287594,7203,residential,,"POLYGON ((551754.5559498043 5805341.274557002, 551757.8148505858 5805347.16006755, 551761.3430207742 5805354.616899332, 551850.0590857078 5805440.471707921, 551863.90303517 5805450.517989856, 551875.2728273076 5805455.7771447655, 551953.621922454 5805491.332998888, 551981.1215184487 5805502.769715966, 551982.79516093 5805490.562091035, 552000.7826010105 5805492.899094944, 552066.3718143002 5805501.412902559, 552096.7131157345 5805505.360496619, 552145.6434910122 5805506.868853518, 552147.1452827743 5805454.4127030475, 552170.6969015126 5805455.674648196, 552172.8246205407 5805402.6133197285, 552174.694887899 5805395.01318796, 552100.362245849 5805361.876886635, 552046.0856396334 5805336.840755631, 552025.7450404105 5805329.817748374, 552020.8815822295 5805343.137409213, 552018.3729002461 5805349.996660339, 552013.025294256 5805344.7452105675, 552000.8337233029 5805339.3213192355, 551998.5376826692 5805338.295893054, 551940.8121053269 5805312.434685975, 551935.5612408203 5805312.190154097, 551928.0471403988 5805313.612594661, 551925.1789450588 5805310.056012199, 551920.5704998667 5805307.61571916, 551907.6870381258 5805310.349793469, 551900.0552777196 5805310.669757384, 551894.7984263515 5805309.702144546, 551814.6372153116 5805327.656984865, 551754.5559498043 5805341.274557002))"
